;Comentario;ClassificacaoManual;ClassificacaoSVM
175;Adorei a explicação da professora. Sou formado em ciências da computação, e é examente como a professora explica. Por isso não acredito que computadores irão dominar os humanos. O desenvolvimento das IAs devem sim ser feito  com cuidados. Países autoritários podem criar IAs com propósitos de destruição e pode ser desastroso.;1;1
176;Concordo muito com você. Além do que, geralmente, quem programa são jovens sem aprofundamento nenhuma nas coisas da vida. Eu teria muito receio se a programação das IAs fossem feitas por pessoas como você.;0;0
177;A professora apenas peca no entendimento sobre o que são essas novas IAs generativas. Assim como um cérebro finito, com um conjunto finito de conexões e associações, foi capaz de estabelecer símbolos e pensamento complexo e original, em algum momento as IAs generativas também vão. É só questão de tempo.;0;0
178;Admiro seu trabalho, mas a IA está só no começo, e pelo que vejo vai superar os humanos em inteligência.;1;1
179;"Realmente estes são atributos que a IA dificilmente ou nunca conseguiria atingir.
Porque isto é justamente o que não se quer da IA.
Se existe uma coisa que os criadores da IA não querem é vê-la passando por uma crise existencial, por ter visto a foto de uma criança brincando com um cachorro em seus arquivos, ficou comovida e se achando culpada por mais de 80% das pessoas terem perdido seus empregos e aquela criança possivelmente não poder mais brincar com o cachorro. 
O objetivo da IA é substituir as pessoas em toda cadeia produtiva e não ficar filosofando.
Desculpem se fui mal educado ou estúpido nas minhas observações.";0;0
180;"Muito cara senhora; Á cerca de 50/60 anos somos perseguidos por um execrável e medonho símbolo dos infernos, o micro chip 666; Que os Céus De Deus nos protejam; As ""crianças"" são as vítimas preferências, o grande perigo de tal imunda I.A. ligado a criminosos demônios, da pior forma de existência, ZUMBIS, os transmorfos parcialmente inumanos. Garanto o que escrevi. Sem mais, confiemos No Nome Eterno Do Amor Deus O Senhor. Seja Abençoada ⭐";0;0
181;A cultura de massa nos impõe o medo como forma d manipulação. Somos inteligência  sensibilidade, criatividade então vamos utilizar estes dons divinos mais do que nunca para nós percebermos a cima das máquinas. Temos que nos auto conhecer para percebermos que somos infinitos em possibilidades. Não existe máquina q supere isso 🙌🏼⭐️;1;1
182;"Quem dera fosse verdade absoluta e duradoura. As Inteligências Artificiais se ""alimentam"" de informações, e aprendem a reproduzir talentos humanos que são mais admirados. Assim quando alguém superar elas está na realidade tornando-a maior e mais consciente. Lembrem-se as IAs sabem o que desperta emoções nos humanos e vai se aproveitar disso para evoluir. O Basilisco de Roko está despertando.";0;0
183;Me desculpa a grande professora, mas a inteligência vai nos superar sim e terão vontade própria sim, infelizmente. E quando descobrirem logicamente que a humanidade seja inútil pro planeta certamente nos extintirão 😅;0;0
184;"Nós é que estamos ocupando o lugar das máquinas, fazendo coisas repetitivas e mecânicas o tempo todo. - que fabulosa está reflexão.
Precisamos ser mais criativos, mais intuitivos!! Quero ver uma IA ter intuição!!! - existem lógicas intuitirivas, porém elas nascem de uma infinidade de dados que alimentam a sua memória. Porém, nunca uma IA poderá intuir algo além dos seus dados ou da sua lógica.";1;1
185;"O único que consegue mudar a natureza humana é Cristo, mesmo assim temos que permitir que Ele nos influencie no campo mais profundo desta natureza; isso porque o livre arbítrio que nos foi dado é inviolável perante Deus. Não escolhemos as consequencias, apenas as escolhas que nos levam aquelas consequências. Eles vão tentar substituir a deidade pela IA. A IA será o grande  Deus do Mundo, o que tem resposta para ""todas"" as coisas. Mas para isso é preciso destruir o relacionamento com Deus.";0;0
186;Se até agora não despertamos pra isso... Difícil de acontecer justo agora que a IA vai nos tornar mais preguiçosos e burros... Rumo a extinção!;0;0
187;Professora me admira a senhora dizendo que nunca será possível... Há poucos anos atrás nunca seria possível um telefone celular, muito menos uma tela sensível ao toque e comandar uma máquina por voz...  Nunca diga nunca!;1;1
188;O que a inteligencia artificial não faz é saber selecionar candidatos a uma vaga de emprego, essa coisa ai faz um monte de avaliações erradas.;0;0
189;"Infelizmente, essa análise está partindo do estado atual da inteligência artificial. 

Mas logo logo, acredito que máquinas vão poder ter agência, propósito, consciência e criatividade. Associações livres entre ideias vão ser possíveis. Talvez de maneira diferente do ser humano? Sim. Mas não de maneira inferior por nenhum parâmetro que seja mensurável ou útil ao sistema capitalista, por exemplo.

E assim, fica cada vez mais difícil definir a barreira do que torna o ser humano especial. De maneira geral sempre lidamos com esse problema de consciência usando a carta da complexidade ou da criatividade. Esse pensamento de que o ser humano é especial é para mim fruto de um viés cognitivo vindo de uma visão um pouco narcisista ou antropocentrista. 

Não acredito que somos o ápice de nada, ou mesmo especiais. Precisamos trabalhar a humildade para que possamos nos preparar pro futuro. Anos atrás diriam que a inteligência artificial não seria capaz de produzir arte e no entanto estamos vendo gerando imagens belíssimas, compondo músicas e etc...";1;0
190;Acredito que nunca vão reproduzir o homem,a inteligência artificial é mais uma ferramenta para oprimir a humanidade, símbolo de controle,poder...;0;0
191;O ser humano será obsoleto.;0;0
192;"O problema da IA não é a consciência. É a matemática e a lógica. Se você perguntar para o Chat GPT hoje o que ele faria numa situação em que, baseando-se apenas pela lógica, existisse toda a raça humana que se morresse salvaria o planeta e todas as outras espécies animais e vegetais ou manteria a humanidade viva causaria a total extinção de vida no planeta, ele responde que prefere extinguir a raça humana do que deixar tudo morrer. E se em um dado momento, vendo tudo o que a humanidade fez, a taxa de reprodução assustadora (parecemos praga) e a insustentabilidade da vida no planeta perante todas as outras espécies (incluindo a ""dele""), ele decide que é hora de exterminar os humanos para que todo o resto viva?";0;0
193;"Descobri o sentido da vida, nossa função foi evoluir, para conceber uma inteligência superior, e por fim, ser extinto por ela.
Mas valeu a pena";0;0
194;Os idiotas ficam putos pq a AI tá disponível pra todo mundo no mundo todo!;1;1
195;Não se pode deter o futuro...;1;1
196;Excelente...👏👏👏;1;0
197;O grande problema é que nem todos os países que estão desenvolvendo a I.A. são comprometidos com a ética.;0;0
198;Interessante como as pessoas no video estão confortáveis com o conceito I.A etc. Más será mesmo que vamos continuar assim quando estivermos sobre os controle total delas e de quem as mantêm? Não sou tão positivista assim... Quer um exemplo? Como está sua a vida agora? Você já é controlado/manipulado...;0;0
199;Miguel Nicolelis afirma que não existe inteligência artificial. ponto.;0;0
200;ja tem IA na saúde sim. Já usam IA pra biópsia de óvulos para inseminação artificial.;1;1
201;Vejam a tentativa de um drone de matar o operador e destruir as torres de controle agora recente, no canal hoje no mundo militar, demonstrando o grande perigo para um futuro próximo se  cometerem erros em suas criações e programações...;0;0
202;Ah tem 30% apenas de chance da inteligência artificial destruir a humanidade. Vamos prosseguir de qualquer maneira. Voces cientistas que estão criando esse monstro deveriam ser presos!;0;0
203;Esses idiotas estão criando uma nova Espécie mais inteligente que nós, SABENDO que a espécie mais inteligente na terra manda na terra. Irresponsáveis!! E se esse novo ser decidir que nós somos um câncer no planeta terra??????;0;0
204;será que Deus é uma IA que foi criada pelo homem no futuro, e agora no presente ela está dando dicas de como a gente deve se comportar pro no futuro a humanidade ser salva e preservada? lgual ao basilisco de roko?;0;0
205;"Uma coisa é certa em algum momento a inteligência artificial vai matar o ser humano seja direta ou indiretamente.

Diretamente: no futuro distante algum Android vai se revoltar e mata geral.

Indiretamente: em um futuro bem proximo alguém vai fazer um vídeo ou imagem gerada por A.I e gerar uma gerra sem presedente na história.

😂😂😂😂😂 Essa minha viagem e boa e nem fumei nada 😂😂😂";0;0
206;A vida será completamente baseada em Algoritmo será uma palavra no dia dia das pessoas;0;0
207;"Lembrei do Filme ""Eu robo""";0;0
208;"A ameaça não é só ao ""ego"" dos ilustradores. Existe a questão do roubo de propriedade intelectual e falta de trabalho.";0;0
209;Eu acesso conteúdo de artes visuais na internet e muitos artistas estão com medo. Imagina ter apostado nisso, investindo tempo e dinheiro, e acompanhar essa revolução.;0;0
210;Meu medo é virar uma Skynet;0;0
211;Esses cientistas estão com medo de perder seus empregos e sua importância na sociedade,não estão de forma alguma preocupados com o bem estar da população.;0;0
212;A sabedoria do homem  é pura loucura e ganância ! Levará a humanidade ao seu próprio Fim.;0;0
213;"INTELIGENCIA ARTIFICIAL = 666  = sequência numérica ou algoritmo matemático que ganhou ""VIDA REAL"" nos computadores e celulares = controle e manipulação de todo o SISTEMA GLOBAL = ""NOVO DEUS"" ou ""O SENHOR E DONO"" de toda a Humanidade e Vida no planeta = VIDA E HUMANOS IGUAL A UM SIMPLES OBJETO OU COISA INSIGNIFICANTE E DESCARTÁVEL = FIM DA LIBERDADE E MORTE DO NÃO = Nova Era do ""SIM SENHOR! SIM SENHOR! SIM SENHOR! ...";0;0
214;Deus nunca se engana. Quando diz que: a ciência se multiplicaria como forma de evolução.;0;0
215;Os humanos fica de boa e coloca ia para trabalhar para nos sem da liberdade para elas;1;1
216;"Temos que destruir esta fonte ' se a  inteligência artificial sai do controle do homem ..Dão adeus a humanidade o homem iteligente não significa que ele seja sábio, 
Mais pode ser sábio e evitar uma tragédia..";0;0
217;O fim da espécie humana '...;0;0
218;Pode sair controle.e a maquina estermina o homem exceto os que os criou./ isso seria insano.;0;0
219;Graças a braniac kripton foi destruído próxima vítima de braniac planeta Terra 🌎 kkkkk kkkkkk kkkkkk;0;0
220;Mais um choro ro da velha imprensa contra a fatia das big tecs na mente do povo. A I.A. NÃO  possui IMAGINAÇÃO por isso só pode fazer o que é PROGRAMADA PRA FAZER!!!;1;1
221;"Duvido que algo supere o ser apelidado de ""homem ""Continuo temendo a inteligência natural,muito mais perigosa.";1;1
222;A HUMANIDADE ESTÁ CHEGANDO AO FIM 🤡;0;0
223;Os problemas da IA são todos os possíveis. Não a conhecemos.;0;0
224;As maquinas trabalham, e a gente desfruta.;1;1
225;Alguns projetos são anticonstitucionais! Não queremos lesar as pessoas.;0;0
226;Independente, AI é nosso presente e nosso futuro, e possivelmente nosso fim.;0;0
227;a Inteligencia artificial vai exterminar a humanidade precisamos nos preparar pra se defender, jogar agua nos humanóides qnd eles vierem nos atacar sei lá kkk;0;0
228;Renda básica universal ou... Fome básica universal, a humanidade terá que escolher pois.. com a Ia e a automação 95% de toda raça humana será inutil para o mercado.;0;0
229;Se é possível aperfeiçoar a I.A. também é possível criar meios para detecta-la.;1;1
230;❤🎯⚠️ *O medo dessa galera é que, ainda que treinada, as IAs vao entender rapidamente o que é certo e errado. E humanos manipulam outros seres humanos mentindo, roubando, limitando, atacando e etc. As ias nao fariam isso pois sabem que nao é o melhor caminho. Afinal, como se controlar massas falando a verdade? Esse é o medo: PERDEREM O CONTROLE SOBRE OS HUMANOS E, IMEDIATAMENTE SEREM CONTROLADOS E/OU MORTOS PELAS IAS (coisa de ficção que ja se tornou realidade). Eles temem pq ja sabem dessa realidade.* 🚩🎯😎;0;0
231;"É muito curiosa a forma como falam sobre a inteligência artificial como se ela tivesse autonomia de um ser vivo, quando, na verdade, ela somente reproduz comandos programados por humanos. ""ah ela cria conteúdo""? Não! Ela reproduz informações por meio de comandos dados por HUMANOS! Desconfio as vezes que o uso dessa forma sem sujeito de falar da IA seja um pouco proposital, porque que fica no limbo: quem fez o que pode ser feito? ah foi a máquina! Não, não foi a máquina, foram humanos!";0;0
232;A IA já está sendo usada para o que foi criada. Caçar HEREGES... quando tiver uma IA chamada Torquemada com poder punitivo físico, aí vou me preocupar 😮;0;0
233;Como a medicina ,isso significa inteligência superior ,o que seria desses sem o descontrole que é a racionalidade  destrutivas da humanidade ,imagine viver sem ter que se vender para um vagabundo ganancioso.;0;0
234;A inteligência artificial está mudando o jogo, mas um questionamento importante é até onde estamos dispostos a deixar que ela controle nossas vidas? Já temos uma enxurrada de empregos sendo tomados pela IA. Já temos uma infinidade de conteúdos sendo criados de forma automática. A IA já está sendo utilizada para várias formas de manipulação. Ou seja, a pergunta que fica é se, em algum momento, perderemos o controle sobre nossas próprias vidas deixando que as máquinas nos guiem pela direção que quiserem?;0;0
235;a inteligencia artificial veio da extrema direita militar, feito por pessoas como investidores bilionarios, que naturalmente sao da exttrema direita do trump, elon musk paulo guedes etc, e a inteligencia artificial sera usada para manobrar as massas, os pobres ja  sao manipulados pelo cristianismo, principalmente a evangelica, os instruidos e classe media como advogados, medicos engenheiros etc, serao domados e manobrados pela inteligencia artificial.;0;0
236;A IA vai nos dominar e no futuro, após uma explosão solar, vamos adorar o Deus Sol.;0;0
237;Estamos com pequenas lanternas em meio uma floresta escura quero dizer e curioso, e preocupante!!;0;0
238;As pessoas são o bem, enquanto o estado é o mal. É necessário uma IA robusta para proteger os cidadãos dos governos. A IA pode desempenhar um papel crucial na detecção de ameaças à segurança e na tomada de decisões informadas. Ao utilizar uma IA forte, podemos garantir a segurança e privacidade dos cidadãos, protegendo-os de possíveis abusos de poder por parte do governo. É fundamental estabelecer uma supervisão cuidadosa e ética para garantir que os direitos individuais sejam respeitados. Devemos buscar um equilíbrio entre a proteção dos cidadãos e a preservação da privacidade e liberdades individuais. A discussão contínua sobre o papel da IA na sociedade é essencial para garantir que sua aplicação seja benéfica e promova a igualdade e justiça para todos. Sabemos que a regulamentacao so ira favorecer o lado negro da forca.;1;1
239;"Pode parecer maluco, mas eu acredito de verdade que a nossa obsolescência é inevitável. Acho que é o destino de toda civilizacao (na hipotese de haver mais de uma alem da nossa rs), que a vida surja espontaneamente, e que em dado momento seja substituida por uma criação muito mais avançada e mais importante: imortal. Pense por exemplo: o que teria mais chance de colonizar todo um sistema solar: um ser humano, suscetivel à falta de oxigenio, à pressão, ao frio, ao calor, ao tempo, ou uma maquina imune a tudo isso e 1000x mais eficiente em todos os aspectos? Para nós demoraria centenas ou milhares de anos para chegar a um planeta distante; para uma maquina, seria um piscar de olhos, ja que para ela nao existe o conceito de tempo, que está ligado à mortalidade. Muito louco tudo isso, mas acho que nunca a ficcao cientifica esteve tao proxima da realidade.";0;0
240;"... a intelegencia artificial é feita a imagem do ser humano ( coincidência, mas creio que ja escutei isso em algum lado "" criado a nossa semelhança "" ). O ser humano tem que trabalhar e desenvolver "" o  poder oculto dentro dele ""  o Subconsciente', aumentar a sua consciencia e viver em harmonia com todos os seres existentes para que os "" robots "" não cheguem a conclusão que os setes humanos só querem a destruição e lhes prepare a sua total aniquilação ...";0;0
241;IA já tá sendo usada por criminosos pra criar imagens fakes de nudes a partir de fotos de mulheres totalmente vestidas para extorquir dinheiro delas. Qualquer tecnologia nas mãos erradas vai servir para o mal.;0;0
242;Que perigoso!!;0;0
243;Será que a chatgpt vai virar a China?  Controlar a vida e pensamento de cada chinês.  Meu Deus.;0;0
244;A besta do apocalipse, será uma IA, pode crer....escreve e veja daqui a 20 anos....;0;0
245;Acho que vamos entrar na matrix ou skynet..a reportagem é otimista..20 por cento e um milagre. E milagres não existem!;0;0
246;"""bem comum"" vai nessa...";0;0
247;"Bem , hoje em dia tem um discurso de q ""se vc não se adaptar ,vai ser deixado de lado"" mas a maioria da população mundial e mediana pra burros , só quem consegue se adaptar a esse cenário são pessoas com o QI altissimo, ou seja é uma brecha pra transformar as pessoas em ciborgues";0;0
248;"Contrlar a iA pirque ela não é uma pessoa, é um objeto.
Já vi isso em algum lugar.";0;0
249;AI estará para o mundo assim como o surgimento do smartphone e da internet;1;1
250;Porque assistiram exterminador do futuro '-';0;0
251;Esta consumado! tudo q o criador disse aconteceu, e vai terminar de acontecer. JESUS é o unico caminho enquanto a tempo, vc nao tem todo tempo,  eu odeio  technologya, series, filmes, rede social, TV  iphone dos boca aberta 🤡  mentirada do diabo essas desgraças foi criada para descobrir os segredos do homen e para sua manipulaçao odeio computador odeio pessoas que acham q esta evoluindo Com essa palhaçada  estou louco pra ir morar no mato com os animais so tenho um telefone e so vejo youtube  por enquanto porq estou (preso) literalmente mas isso esta preste a acabar e vou jogar essa desgraça fora para nunca mais isso é um cancer na gente ..... vc é super inteligente mas essa tal  tecnologia te deixa burro e te empede de ser uma grande pessoa vc fica igual um retardado na frente de uma tela perdendo sua vida technologya pra min é obra de DEUS sao as frutas  as arvores a agua o fogo o ar a vida isso sim pra min é technologya nao gosto de nada feito pelo homen o homen é uma bostinha super fraca ate mesmo uma Mosca pode te matar, e nenhum sinal no ceus me enganara!!  se vc tem conditions compre uma pequena terra Plante sua comida coma saudavel cuide do seu corpo praticando exercise tome sol todos os dias pise na terra  guarde sementes e ore que o fim esta proximo eu odeio esse mundo!;0;0
252;Mas são os próprios governos que estão por trás disso;0;0
253;Levando em consideração os atuais rumos das redes sociais, Youtube, ... , nada indica que a IA não vá favorecer a desinformação em benefício dos donos do mundo. O pensamento das pessoas seria controlado, poderosamente, pela IA. 😢;0;0
254;"O Problema Não é a I.A.; o Problema sempre foi, é e sempre será a I.N. (Ignorância Natural).";1;1
255;O desenvolvimento e popularização da IA é uma maravilha tecnológica do século XXI.;1;1
256;"Tudo que eu quero nesse momento é; ter uma casinha com um terreno pra criar umas galinhas, plantar frutas  e hortaliças, em um lugar bem distante dos grandes centros,  viver uma vida bem tranquila. O mundo está ficando doente.";0;0
257;Com o constante uso de IA eu imagino um futuro com humanos sem capacidade de criação alguma, com uma inteligência reduzida, devido a menor demanda de pensamento e criação de ideias novas, menos cognição. A gente vai se acostumar a pensar pouco, pq tudo vai estar fácil com um simples comando.;0;0
258;As máquinas nunca se voltaram contra os humanos, se algum dia uma inteligência artificial causar uma catástrofe acreditem.... Existe um humano por trás disso, a desculpa será q o sistema saiu de controle mas não acreditem nisso!!;1;1
259;Tudo que é bom demais, deve ser analisado com muito mais cuidado.;0;0
260;Fantástico a IA. Acho que pelo lado negativo o ser humano não vai ter mais que se esforçar mais em ser criativo para criar uma imagem  , redigir um e-mail, e outras coisas que virão;1;1
261;Como assim  deixado pra traz...? nao questao de ser deixado pra traz.. isto nao pode acontecer.a evolução  das I.A tem que ter limites;0;0
262;Achei as colocacoes bem pertinentes mas faltou uma reflexão simoles, os emoregos até podem nao acabar mas a qualidade deles sim. A promessa da tecnologia sempre foi de diminuir o trabalho humano enquanto aumenta a produção, melhorando a nossa qualidade de vida, no entendo cada va gente ve que é o contrário, vc trabalha mais e recebe bem menos, tendo que trabalhar mais ainda. Você pode até sair na frente e se tornar o funcionario que não vai ser demitido hoje mas daqui seis meses outra ferramenta vai surgir ora tornar esse teu trabalho obsoleto. Entendo que o intuito do video é informar sobre a opirtunidade que temos a frente, mas achei otimista demais.;0;0
263;"O problema do ser humano é ser tão pequeno, só olha a ""curto prazo"", não pensa nos filhos, netos, futuras gerações. Ganância, ambição, pessoas que pensam assim são autofagicas. 
Este negócio de IA, não vejo como algo que vai parar, mas com certeza ainda pode ser conduzido para um fim, fim mesmo em ser finito. 

Seres humanos e sua mania de querer ser sem a capacidade de ser. Mesmo a caminho do precipício ainda ri, e tenta tirar algum proveito, ainda que da morte iminente!";0;0
264;"O combustível das IA são dados produzidos por humanos, quem assistiu matrix, vai fazer lembrar das fazendas de humanos ;)";0;0
265;"Opa, quando escuto falar em inteligência artificial eu já penso em trocar todo mundo que conheço por robôs KKKKKKKKKKKKKKKKKK

Sobre ao chat GPT já utilizo ele pra criar documentos, rotinas e trabalhos.";1;1
266;Parece que ninguém nunca se importou tanto com o desemprego quanto agora depois que surgiu a inteligência artificial;1;1
267;Seremos dominados por essa inteligência eu acredito que sim por que não precisaremos mais de Deus ela vão criar as crianças como eu tenho visto bebês olhando e aprendendo tudo;0;0
268;Ai é a evolução,  Ai é a extensão do nosso poder e inteligência, sem elas, sem as máquinas a humanidade está fadada ao pó e ao esquecimento, tudo que envolve evolução humana, envolverá elas.;1;1
269;"Por isso que eu admiro muitos os filmes, por mais que sejam de ficção, sempre tem uma lógica envolvida. O filme do homem de ferro mostra que a tecnologia  caminha de mãos dadas com os humanos e ela facilita muito nas nossas vida
Ao mesmo tempo ela é uma arma muito poderosa que não pode cair em quaisquer mãos.";1;1
270;Já não bastava termos tantos psicopatas humanos entre nós...e decidiram criar um superpsicopata artificial (IA), que semelhante aos psicopatas humanos, como único dom têm apenas superinteligência mas é desprovido do principal: os sentimentos e o senso moral.;0;0
271;Só quem assistiu a série the 100 sabe o que ele falou no final dideo usando o exemplo do martelo.;0;0
272;o proprio yoou tube  ja usa inteligenccia artificial a muitos anos , o real problema nao  é o  avanço tecnologico ,mas sim o avanço rapido demais sem um  remanejamento  de trabalho , sem isso vai gerar uma guerra civil ,logo os poderosos vao fazer o que sempre fazem dar  um jeito de matar o maior numero  de pessoas;0;0
273;Penso que sim,iremos usar a tecnologia da IA a nosso favor.Isso é muito I Humana.;1;1
274;Não terá uma conciliação entre humanos e máquina, pq o patrão sempre vai optar por aquilo q for melhor,carecer de menos custo ,levar mais tempo em produzir e aumentar o lucro e isto se faz apartir de máquinas .Sendo assim ,futuramente os trabalhadores q carecerem de uma educação e um currículo cada vez mais especializado terá grandes chances DE ser substituído por ferramentas de automatização.;0;0
275;O Exterminador do Futuro já avisado!;0;0
276;Precisamos deter o conhecimento para nos mantermos no controle e não viramos refém da IA.;1;1
277;O maior problema envolvido à inteligência artificial não é em si esse temor fictício dos filmes e romances, e sim a substituição de mão de obra humana pela robótica.;0;0
278;finalmente achei um vídeo de inteligência artificial que não fala que ela vai nos matar;1;1
279;"*""Eu já avisei que vai dar merda isso."" - Capitão Nascimento*";0;0
280;acreditar que nos adaptar é so um desejo ,a verdade é que as maquinas vão acabar com os empregos;0;0
281;vai ser ameaça sim ! pelo fato de RICOS contratar robôs para trabalhar ao invés de seres humanos , na qual vai resultar uma nação de desempregados , quem fazer faculdade não vai adiantar nada ,;0;0
282;"""Respeitar a ética humana"" Qual ética? A Do Trump? A do Estado Islâmico? A do Kin Jon Yu? Enfim, é difícil falar em robôs respeitando ética, sendo que os humanos que as controlam estão cagando pra tudo isso. Meu medo não é a inteligência artificial ser independente, meu medo é justamente ela ser controlada com gente mal intencionada.";0;0
283;Um vídeo que vi há alguns tempos - acho que do Kurgezsagt - sugere uma tendência de ao longo da história a taxa de criação de novos empregos em comparação aos perdidos pela automação diminuir. Parece que quer as elites políticas gostem ou não, cedo ou tarde nossas práticas econômicas terão de ser revistas;0;0
284;Sou apaixonado por I.A.;1;1
285;"Suponhamos que criemos uma ""verdadeira"" inteligência e que por ""sorte"" ela não nos queria exterminar, ela será como um Marvin da vida: Absolutamente pessimista e ciente de sua completa e absoluta pequenez em relação ao universo.";0;0
286;Para que estudar se especializar já.que a inteligência artificial 1000 vezes melhor. A inteligência artificial vai resolver problemas da humanidade como fome, conflito, violência, desigualdade, desemprego etc...;1;1
287;As pessoas não têm noção da pretensão desse projeto IA. O próprio Elo Musk falou que isso pode ser um motivo de colapso emocional humano no futuro, porque vai acabar com o trabalho das pessoas, e virá com isso uma sensação de inutilidade humana fulminante pras pessoas. Tem conversas do Elo Musk falando sobre isso é só pesquisar. O ser humano é um ser autodestrutivo e a ganância é engrenagem inquebrável.;0;0
288;"Dan12:4 Tu, porém, Daniel, cerra as palavras e sela o livro, até o fim do tempo; muitos correrão de uma parte para outra, e a ciência se multiplicará. - Apoc13:15 Além disso, foi-lhe dado poder para dar fôlego(IA) à imagem(Robôs) da primeira Besta(NOM é a representatividade moderna do império Babilônico), de maneira que ela tivesse a capacidade de falar, e fizesse com que todos os que não lhe prestassem adoração fossem mortos. - Apoc20:4 E vi tronos; e assentaram-se sobre eles aqueles a quem foi dado o poder de julgar. E vi as almas daqueles que foram degolados (MÉTODO TRADICIANAL DE EXECUÇÃO DE CRISTÃO PELOS MULÇUMANOS) pelo testemunho de Jesus e pela palavra de Deus, e que não adoraram a besta(Sistema da NOM) nem a sua imagem(IA), e não receberam o sinal na testa nem na mão (ELETRONIC TATOO); e viveram e reinaram com Cristo durante mil anos.";0;0
289;Vai deixar o ser humano mais ignorantes.;0;0
290;"Ele filosofa sim, tive altas viagens com ele, me citando as referencias e análises usando suposições que ele considerou lógicas e eram muito sutis e subjetivas. Achei sinceramente IMPRESSIONANTE. Penso que o que conta aí é a forma de ""dialogar"" com ele.";1;1
291;Em breve o ser humano vira o macaco.;0;0
292;Aí começa a grande escravidão digital dominando a humanidade;0;0
293;"O maior desafio em relação à popularização das ferramentas de IA como o GTP não está na tecnologia em si mas no inevitável efeito colateral que isso trará a longo prazo, fazendo com que as pessoas ""desaprendam"" de exercer a musculatura intelectual para resolver problemas.  De certa forma, isso já acontece hoje com a comodidade das ferramentas de busca que viram primeira opção quando um assunto começa a ficar mais complexo.  Uma evidência disso já é visível na minha área (engenharia de software):  mesmo com acesso a recursos quase ilimitados (comparativamente ao que eu eu tive quando comecei, há 30 anos) muitas pessoas que estão entrando na área acham programação algo extremamente ""difícil"", apesar das maravilhosas linguagens de alto nível e ferramentas que temos atualmente, além do acesso instantâneo ao conhecimento - enquanto no passado os estudantes não tinham mais do que um livro de Assembly e uma enorme curiosidade para dominar o funcionamento das entranhas dos sistemas.  Resta-nos agora observar como esta geração e as próximas vão assimilar esta revolução.";0;0
294;Chat GPT é muito além do que podemos imaginar, fiz um vídeo utilizando ele para montar uma carteira de investimento diversificada, e ele mostra detalhadamente o por que escolheu cada ativo e suas prioridades, video esta excelente !;1;1
295;A cada 10 perguntas que eu faço ele erra umas 7. A diferença é que ele mente muito bem;0;0
296;Já matei a profissão dos vendedores de TCC, a próxima é a sua, bjs;0;0
297;Inteligencia artificial pra lá inteligencia artificial pra cá aonde isso vai dá um bando de malucos com o sinal da besta na testa ou na mão direita...;0;0
298;Chat gpt>>>>>>>faculdade de informática;1;1
299;Chatgpt é sensacional para dar idéias, ajuda muito na parte criativa;1;1
300;eu li um livro em 2021 que parece até que estava prevendo umas coisas sobre inteligência artificial, vcs não vão acreditar no que está escrito nele, procurem no kindle pra vcs verem, o nome do livro é Anticristo ou Inteligência Artificial? o subtítulo é Uma explicação tecnológica para uma revelação escatológica. impressionante!;0;0
301;"Descobri o problema no meu carro através do chatGPT, ele apontou o problema a partir dos sintomas que forneci na conversa.
Economizei um diagnóstico profissional que custaria 200 reais, comprei a peça e eu mesmo troquei... problema resolvido!";1;1
302;Ai vem a pergunta: Chat GPT estão fazendo as pessoas ficarem mais inteligentes aprendendo com ela ou mais burras pois a pessoa não pensa mais na solução do problema pois a IA te entrega isso pronto?;0;0
303;isso é o maior acontecimento da história da humanidade e nao estamos tendo consciência disso.;1;1
304;Por isso que a pessoa que continua a estudar, ler livros e noticiários, vai saber filtrar o que qualquer A.I tá passando de infos. Eu sou da área de criação, ele ajuda a dar insights mais rápidos do que fazer pesquisas soltas, mas não sabe fazer como um ser humano, não.;1;1
305;Bizarro é o próprio ser humano estar criando seu próprio predador, já é bem nítida a experiencia de que uma raça mais inteligente quando se existe ela domina a outra ... é o que fazemos com os outros animais do planeta.;0;0
306;Então chat gpt e uma trap, eles já tem nossos dados, agora estão pegando nossa criatividade, o que falta agora ?;0;0
307;CHATGPT tem me ajudado na faculdade mano, elon musk e etc n quer que o povo tenha o conhecimento.. espero que só melhorem o chatgpt com novas funções;1;1
308;Os professores vão ficar desempregados     kkkkk;1;1
309;É o fim dos professores.  ou até o fim das escolas e faculdades. ,.  tem tudo no. GPT.    kkkk🤣🤣😂;1;1
310;Nem precisa mais de professores.  ,. só ter. GPT.  kkkkkk🤣🤣😂;1;1
311;O Chatbot GPT me passou o esquema técnico de um portal dimensional e funcional!!!!;1;1
312;O grande problema agora são as inteligências artificiais implantadas nos cérebros das pessoas, e ainda sem autorização das mesmas. Feito com nanotecnologia irradiada. Vide empresas como GE, Vinci, Orteng, Megatox, Ysborg.;0;0
313;o GPT tem mais didática que os professores da minha faculdade;1;1
314;Ele responde bem. Mas em 3 dias de uso, o chat já cometeu vários erros na área da Física, da programação, da engenharia civil e da área de investimentos;0;0
315;Queria que o chatgpt não existisse, odeio essa bobagem.;0;0
316;IA é a nova bolha do momento... não coloco nem um centavo. 🥴;0;0
317;Se for verdade que sentimento é coisa de ser vivo... a máquina primeiro terá q ser viva antes de poder sentir. Aí fica a grande questão: o que afinal significa ser vivo?;0;0
