;Comentario;ClassificacaoManual;ClassificacaoSVM
513;Desde q os seres humanos n deixe a máquina operar como um cérebro q o homem como ser inferior, p mim tudo bm pq a máquina pode ajudar ao homem a desenvolver curas d muitas doenças até mesmo aquelas q ainda vão surgir no nosso organismo. Até aí poderia ser útil pq o homem faz a máquina fazer coisas q seres humanos n fazem, mas os seres humanos pode usar o coração, emoção e sentimentos como por exemplo ajudar pacientes nos momentos mais delicados e é isto q todo ser humano busca encontrar a cura, com empatia e reciprocidade.;p;0
516;Se até o Musk, o MUSK que é a cabeça da IA pediu pausa da IA é pq a coisa está feia;n;0
517;Concordo com o musk pois ladrões podem criar um robô alimentado por uma inteligência artificial para ir roubar no lugar dos ladrões.;n;0
518;"Quanto mais ""IA"", mais desemprego, mas também mais EX-CONSUMIDORES, chegará uma época para reflexão: Produzir o que pra vender pra quem?  Já existem tecnologias que substituem uma legião de trabalhadores, mas também produzem outra legião de ex-consumidores. Remédio na dose exagerada deixa de ser remédio e passa a ser veneno!";n;0
520;Espero que o ele consiga fazer o que ele prometeu com a Neuralink que seria fazer com que pessoas com deficiência conseguissem a voltar a caminhar.;p;1
521;Medo 😢;n;0
522;Não temo a inteligência artificial e nem os robôs 🤖  nem os androides ou ciborgues , apenas tenho curiosidade em saber .  Afinal séculos atrás não tínhamos nada . Só o futuro dira a verdade , se é bom ou não ter isso . O mundo cada vez mais tecnológico a cada ano e isso sempre vai ter . É a realidade é a inovação .;p;1
524;É o fim dos tempos se aproximando meu povo.;n;0
525;Porque ele está assustado se ele é um desses que estão fazendo tecnologia pra substituir mão de obra humana. Estão gastando trilhões pelo mundo afora.;n;0
526;"O foda q ninguém ver isso acontece
Os artistas visuais já estão perdendo emprego";n;0
527;e de dar   medo  isso tudo , paresse ser algo bom  so  que nao  e algo tenebroso  e isso mim tras   uma grande incegurança  alarme de um futuro destrutivo e em todos sintidos falando.;n;0
528;A 💩Já está iniciada! Tarde demais! Logo haverá sérias consequências!;n;0
529;Temos  hoje  muita  maquinas   q  facilita  nossa  vida  mas  a  humanidade  não   pode  f  a  mercês   das  maquinas;n;0
530;😂😂😂 isso jamais ocorrerá,  uma máquina ter vontade própria;p;1
534;Se Elon Musk falou isso é porque o negócio é mais serio do que pensamos;n;0
539;Já pensou? Você com um robô desses dentro de casa é derrepente ele se virá contra vc ,kkkk 🤐🤐;n;0
540;É Importante continuar a estudar e desenvolver a IA de forma responsável e ética, garantindo que seus benefícios sejam maximizados e suas desvantagens minimizadas .;p;1
541;A inteligência artificial é um perigo contra a humanidade.;n;0
544;O capeta alertando do inferno kkkkkkkkkkkkkkkkkkkkk sempre assim nesse planetinha, o mal portrásdo bem kkkkkkkkkkkkkkkkkkkkkkkkkkkkkka acéfalos;n;0
549;"A. MÁQUINA  NÃO  É  MAIS. INTELIGENTE
QUE. OS  SERES. HUMANOS . O. PROBLEMA. É. A
FUSÃO. DAS. MÁQUINAS  QUÊ , FOGEM
AO. ALCANCE. HUMANO .";n;1
551;"Eu tenho meu ponto de vista que ""SE NÃO PODEMOS COM ELAS ENTÃO NOS UNIMOS A ELAS""";p;1
552;Sinceramente tenho medo, das consequências da inteligência artificial. A raça humana não tem limites em relação as suas ambições, podem usar a AI, para  o bem e para o mal.😢;n;0
553;Isso vai dar merda qdo os robôs não entenderem as piadinhas e configurarem como realidade por alguns seres humanos, vai ser trágicos esses bugs 😬;n;0
554;Quero só ver quando os robôs destruirão também os seus inventores né que tal o Elton musk com toda a sua tecnologia destruir todas as invenções dessa paranóia exorbitante.;n;0
560;Entenda mundo na é a inteligência artificial ruim mais o homem q pode usa la para o seus interesses para o mal...;n;0
562;O ser humano  vai acabar  3 vai chega os robô  aí vai entra o inimigo  com o espírito dele aí eu quero ver;n;0
564;Isso e muito pirigoso pra humanidade.;n;0
565;O Mundo ja está fora de controle! Estao pensando que Robôs são sempre previsíveis e controláveis. Engano!;n;0
566;Baseado nas noticias, o controle ja está sendo perdido. Será que Nos Perderemos entre Monstros da Nossa Própria Criacao?;n;0
567;Assistam The 100 , a terra é destruída pela IA;n;0
568;A série the 100 & better than us se tornando realidade;n;0
571;Era Criança e escutava meu pai falar o  HOMEM SERA ESCRAVO DAS MAQUINAS.;n;0
573;DEUS criou o homem e de seu espírito de vida agora vai o homem e cria robôs aí entra o diabo e lhe dá vida;n;0
574;Tudo o que se inventa é  só para o mal nada pro bem comun o q precisa é o Criador fazer tudo q existe é voltar novamente pro nada como era;n;0
575;Se o demônio entra em uma boneca e tenta enforcar criança q já vô relato desses imagina um robô  vai ganhar vida de espiritual maligna p destruir tudo;n;0
580;sempre tem um para fazer mal usar essa arma como robo nos ja era ...nao tem marvel para salvar agente ai ferrou ....;n;0
584;Estamos vivendo o Prelúdio do Apocalipse.;n;0
585;Eu torço para que esses máquinas robotizadas inteligentes possam superar a inteligência dos bilionários e se opor a todos eles gerando um fim deles nesse planeta;p;1
587;Deu até medo 😢;n;1
593;Transcendence - A Revolução;p;1
594;Isso ai já aconteceu... A estrategia da maquina é deixa agente cada vez menos inteligente e acomodado. Para que assim, fique mais facil a dominacao.;n;0
595;"A inteligência artificial tem avançado rapidamente e a possibilidade de criarmos seres artificiais que se assemelhem aos seres humanos, seja fisicamente ou em termos de inteligência, não é mais apenas ficção científica. No entanto, assim como retratado em ""A Ilha do Dr. Moreau"", é importante considerar as consequências éticas e morais de tais experimentos e avanços tecnológicos.
A criação de seres artificiais traz à tona questões como responsabilidade, direitos e liberdades, bem como a possibilidade de que essas criações se tornem ameaças para a humanidade. É importante que, à medida que avançamos em direção a esse futuro, levemos em consideração as implicações éticas e legais de nossas ações.
Como sociedade, devemos buscar equilibrar o avanço tecnológico com a responsabilidade ética e a consideração pelos direitos humanos e dos animais. A ficção científica, como ""A Ilha do Dr. Moreau"", nos fornece uma lente através da qual podemos examinar e refletir sobre as implicações desses avanços e nos preparar para lidar com eles de maneira consciente e responsável.";p;0
597;As sociedades secretas explora,assalta a HUMANIDADE na cara dura e depois culpa qualquer coisa????e isso mesmo????e minha inteligência q lute?????😢😢😢😢😢😢🦾💪;n;1
604;Apocalipse 17;n;0
609;Daqui a pouco vai ser tudo igual. Tipo trabalho de faculdade. Adeus criatividade humana que ja quase não existia;n;0
621;Olá Breno. Parabéns pelo conteúdo deste vídeo. Conheci hoje o canal jovens de negócios e estou gostando muito. Acredito que as AIs poderam ajudar a melhorar o desenvolvimento do meu canal. Eu te abençoo em nome do Senhor Jesus. 🙂;p;1
624;Um sistema imparcial q é criado por humanos. Dá pra acreditar?;n;1
627;Estou empolgado para ver o que o google vai fazer, será que ele vai demora muito para apresentar a IA dele? Bem eu acho que ele deve está fazendo uma, uma rodando direto do androide vai ser legal, só acho.;p;1
628;Pode trazer e demissões em massa;n;0
635;"Esse projeto Shasta é assustador. Podem fazer você ""falar"" qualquer coisa hoje em dia. 😮";n;0
638;Tai o pote de ouro, basta saber usá-lo;p;1
640;E Assustador tudo isso!;n;0
641;Maquinas dominaram o mundo.;n;0
644;"Em toda essa evolução, só não gostei de saber que colocaram uma IA como CEO duma empresa.😢

Isso sim me assustou";n;0
647;eu tô é com medo desses bagulho;n;0
657;"Quem vai fazer o trabalho braçal daqui a alguns anos!?
Tipo... Pedreiro,  eletricista,  dentre outros!? Já tá faltando mão ✋️ de obra qualificada.🤔🌎🔥";n;0
662;"Estou encantada e assustada. A grande questão em relação a qq inteligência artificial, ao meu ver, é que ela se baseia em conteúdos gerados anteriormente por humanos. A partir do momento em que os humanos pararem de gerar conteúdo, ela vai ""rodar em volta"" dos seus próprios conteúdos e a longo prazo o que vejo é um atraso na evolução, uma vez que o ser humano, com sua capacidade empírica, percebe as coisas de maneira singular e daí surge suas criações, e isso ela não vai mais ter. Outra questão que acho muito importante é que hoje, nós somos privilegiados e estamos trabalhando com ela, ela facilita o que a gente demoraria muito para criar, mas meu cérebro sabe criar, mas as gerações que já nascerem na era onde tudo é criado por uma IA, não saberão mais como criar conteúdos. Vale ressaltar que existem IA para ler, resumir e responder mensagens (já hoje), então para quem estes textos serão criados no futuro? IA será o autor do texto que será lido por outra IA? Para a formação do ser humano é basicamente atrofiar o cérebro, uma vez que ele não é desafiado. Se pararmos para pensar, não há mais a mínima necessidade de se saber escrever, inclusive nem digitar,  a gente aprende a escrever porque que quer, pq não precisaria nem mais existir canetas, há tempos, certo? Daqui a pouco os computadores não terão mais teclado e nem mouse, o celular não precisa mais ter, tem gente que nem usa. E pq não dizer que nem terão mais tela, pq no futuro os comandos serão por chip no cérebro, ou num dispositivo qq ligado ao corpo, e as imagens projetadas direto na retina. Ou seja, nós ficaremos reféns da tecnologia ( mais do que já somos). Sabemos que existem milhões de pessoas em miséria extrema e outras que não tem acesso à tecnologias, Neste cenário, o mundo vai se dividir em dois , entre os que tem acesso a isso e os que não têm, e o abismo entre os dois mundos será tão grande que um não terá como interagi com o outro. Não preciso nem dizer que um deles vai chegar uma hora que não vai mais conseguir sobreviver. Será uma seleção ""natural"" pelo acesso À tecnologia. E só para concluir, se unirmos tudo isso ao meta verso, pronto, estaremos vivendo literalmente numa Matrix, sentados em uma cadeira, e não pq fomos obrigados, mas por vontade própria. As IA estão rindo a toa e chamando os seres- humanos de ""robozinhos"". ** Poucas pessoas lerão este texto, pq ninguém mais tem paciência para textão. Santo Asimov nos proteja.";n;0
664;Quem e leigo nos termos que vc usa fica boiando,como sempre o mundo não quer que todos cresçam, infelizmente 😢;n;0
667;"Já pararam pra pensar que até uns anos atrás o YouTube é o celular era algo novo e não muito promissor, e hoje o YouTube tem conteúdos fundamentais para a nossa evolução e os celulares tem capacidades e tecnologias absurdas.
Eu fico pensando se em vinte anos nós evoluímos tanto, o que acontecerá daqui 10 anos ,o que mais eles irão inovar ,o quão poderoso iremos ficar. Qual será o nosso limite.";p;1
668;Acho que a grande parte da população se lascou;n;0
673;Caramba!! Quanta evolução;p;1
676;No entanto eu me preocupo com isso pq se afetar o trabalhador, provavelmente vai ocorrer colapso econômico, pois muitos ficarão desempregados, e o sistema não conseguiria se sustentar, pois máquinas não consomem serviço e nem produtos feitos pelas empresas, apenas pessoas com poder de compra elevada. Vai acontecer como ocorreu na crise de 29, mas desta vez, no mundo inteiro e muito mais impactante;n;0
677;As máquinas já aprenderam aquilo que o homem nunca aprende: Se aprimorar e se tornar uma pessoa cada vez melhor;p;1
679;"ISSO É UM PERIGO.
PODEM ME INCLIMINAR COM VOZ, IMAGENS E SABE OQUE MAIS SEM EU TER FEITO NADA.
PODEM COMEÇAR UMA GUERRA COM BASES FALSAS DE TUDO.
IRÃO SUBSTITUIR MILHARES DE MILHOES D TRABALHADORES POR MÁQUINAS.
O PROGRESSO PRECISA TR LIMITES E O LIMITE É OND AFETA NÓS SERES HUMANOS.";n;0
683;"E assustador como a tecnologia está ocupando espaço humano. 
E útil e ao mesmo tempo assustador.";n;0
698;"É como no filme
 INTELIGÊNCIA ARTIFICIAL em que a máquina o robo quer ser humano para sentir os 5 sentidos dos seres humanos, é isso
 é o "" ciclo da vida "" o início meio e fim só que agora estamos introduzindo a inteligência artificial...
Tal como os Dinossauros que foram instintos sem causar dano algum ao planeta Terra,
Será que  está chegando a extinção humana?????
Será?????
Bem nossa evolução continuará isso é certo!!!😊🍀🪬🧘🏾‍♀️🙏🏾";n;0
702;Essa tal inteligência artificial, plateia as obras musicais.;n;0
711;professora , com todo respeito ,eles não estão  interessado que esses robôs sejam filósofos, mas que sejam soldados preparados para guerra em ultima instancia . A principio farão trabalhos substituindo os humanos ao máximo possível. Se isso já se faz no cinema com ficção é porque já existe no mundo das ideias .    Fizemos o holocausto com seres humanos coagindo e exterminando sua própria raça oque não seria feito com robôs programáveis. CONTUDO sem querer ser pessimista ou causar pânico, também  acredito que o desdobrar positivo do futuro da¨ IA ¨estará nas mãos de grandes lideres  CAPAZES de negociar interesses globais de forma a  gerenciar a economia global sem ganancia com justiça e sem corrupção.;n;0
718;a IA...é muito bem vinda...mas a humanidade ainda nao intendeu o real proposito da IA ,portanto sera usada para destruir e nao ser usada para nos aliviar de trabalhos diario e nos proporcionar um despertar da real conciencia humana, exemplo..(nos dedicar mais ao vertical)...fantastica Professora..parabens.;p;1
719;"Querida professora, compriendo a senhora e gostaria muito de que as coisas realmente estivessem tão distantes, porém, não é verdade, a computação quântica é uma verdade operando em partículas subatômicas que fazem mais do que se possa imaginar. Sou Pastor, amo a Jesus, creio em Deus, e sei que Ele faz e fez o que está além do que podemos idealizar. Ficou já claro que ""Deus joga dados"". Na verdade, querida professora, o homem avançou para áreas que não deveria se aventurar, as coisas, professora, chegaram já, à uma condição insuportável. Deus terá que acelerar para seu Filho logo chegar e cumprir com às Escrituras Sagradas. Quero que a senhora saiba, te ouvi até mesmo emocionado, quanta humanidade e ternura dada por Deus.
Vamos nos preparar para a chegada do Rei. Por favor, leia o Evangelho de João e o seu Apocalipse.Saudações muito respeitosamente!";n;1
722;O problema é que a inteligência artificial vai ficando cada vez mais inteligente numa velocidade absurda. E o ser humano está ensinando emoções.  Tanto que o Elon Musk está pedindo para parar.;n;0
724;"A professora esquece de ""um pequeno"" detalhe : a interação da I.A com o orgânico ( um exemplo é o Neuralink de Elon Musk ). Esse pequeno detalhe fará um GRANDE estrago para a HUMANIDADE.";p;1
728;A inteligência artificial vai superar o ser humano? digo.. já superou e muito. O que está por vir pode ser entendido no filme Blade Runner ou 2001 uma odisseia no espaço;n;0
730;A inteligencia artificial nao tem etica. Isso porque nao  tem consciencia como o ser humsno.;n;0
732;Por enquanto, quando as IA's atingirem o nível 4, no qual se tornarão auto críticas, elas serão capazes de serem superiores à nós! E isto não está muito longe de acontecer não  !;n;0
734;"A ""Inteligência Artificial"" não é inteligente e nem artificial, somente mais uma ferramenta de manipulação de mercado e dominação da sociedade?";n;0
735;"""estamos ocupando o lugar das máquinas a muito tempo"", agora precisaremos ocupar o espaço humano que é muito amplo. 👏👏👏👏👏👏";p;1
737;Adorei a explicação da professora. Sou formado em ciências da computação, e é examente como a professora explica. Por isso não acredito que computadores irão dominar os humanos. O desenvolvimento das IAs devem sim ser feito  com cuidados. Países autoritários podem criar IAs com propósitos de destruição e pode ser desastroso.;p;1
739;"Obrigado novamente. Ouvi até o final. 
Lúcia, a inteligência artificial não tem alma, ok. Mas também não tem ego!!! Não ter o ego é que é a maravilha nisso!! Quase tudo que você disse que a inteligência artificial não tem, Ela já tem. E as pessoas na imensa maioria não tem!! 
Exemplo o mito da caverna, com certeza a inteligência artificial compreende esse mito, e quase todos humanos não compreenderam.
A inteligência artificial é e Será a salvação da humanidade.";p;0
741;Concordo muito com você. Além do que, geralmente, quem programa são jovens sem aprofundamento nenhuma nas coisas da vida. Eu teria muito receio se a programação das IAs fossem feitas por pessoas como você.;n;0
743;A professora apenas peca no entendimento sobre o que são essas novas IAs generativas. Assim como um cérebro finito, com um conjunto finito de conexões e associações, foi capaz de estabelecer símbolos e pensamento complexo e original, em algum momento as IAs generativas também vão. É só questão de tempo.;n;0
745;Admiro seu trabalho, mas a IA está só no começo, e pelo que vejo vai superar os humanos em inteligência.;p;1
747;"Realmente estes são atributos que a IA dificilmente ou nunca conseguiria atingir.
Porque isto é justamente o que não se quer da IA.
Se existe uma coisa que os criadores da IA não querem é vê-la passando por uma crise existencial, por ter visto a foto de uma criança brincando com um cachorro em seus arquivos, ficou comovida e se achando culpada por mais de 80% das pessoas terem perdido seus empregos e aquela criança possivelmente não poder mais brincar com o cachorro. 
O objetivo da IA é substituir as pessoas em toda cadeia produtiva e não ficar filosofando.
Desculpem se fui mal educado ou estúpido nas minhas observações.";n;0
749;"Muito cara senhora; Á cerca de 50/60 anos somos perseguidos por um execrável e medonho símbolo dos infernos, o micro chip 666; Que os Céus De Deus nos protejam; As ""crianças"" são as vítimas preferências, o grande perigo de tal imunda I.A. ligado a criminosos demônios, da pior forma de existência, ZUMBIS, os transmorfos parcialmente inumanos. Garanto o que escrevi. Sem mais, confiemos No Nome Eterno Do Amor Deus O Senhor. Seja Abençoada ⭐";n;0
750;A cultura de massa nos impõe o medo como forma d manipulação. Somos inteligência  sensibilidade, criatividade então vamos utilizar estes dons divinos mais do que nunca para nós percebermos a cima das máquinas. Temos que nos auto conhecer para percebermos que somos infinitos em possibilidades. Não existe máquina q supere isso 🙌🏼⭐️;p;1
751;"A IA nunca poderá se equiparar ao que é humano.
Mas, a IA pode ser usada para apagar o simbólico e horizontalizar as relações dentre os humanos.";n;1
757;"Quem dera fosse verdade absoluta e duradoura. As Inteligências Artificiais se ""alimentam"" de informações, e aprendem a reproduzir talentos humanos que são mais admirados. Assim quando alguém superar elas está na realidade tornando-a maior e mais consciente. Lembrem-se as IAs sabem o que desperta emoções nos humanos e vai se aproveitar disso para evoluir. O Basilisco de Roko está despertando.";n;0
760;Me desculpa a grande professora, mas a inteligência vai nos superar sim e terão vontade própria sim, infelizmente. E quando descobrirem logicamente que a humanidade seja inútil pro planeta certamente nos extintirão 😅;n;0
761;"Nós é que estamos ocupando o lugar das máquinas, fazendo coisas repetitivas e mecânicas o tempo todo. - que fabulosa está reflexão.
Precisamos ser mais criativos, mais intuitivos!! Quero ver uma IA ter intuição!!! - existem lógicas intuitirivas, porém elas nascem de uma infinidade de dados que alimentam a sua memória. Porém, nunca uma IA poderá intuir algo além dos seus dados ou da sua lógica.";p;1
771;"O único que consegue mudar a natureza humana é Cristo, mesmo assim temos que permitir que Ele nos influencie no campo mais profundo desta natureza; isso porque o livre arbítrio que nos foi dado é inviolável perante Deus. Não escolhemos as consequencias, apenas as escolhas que nos levam aquelas consequências. Eles vão tentar substituir a deidade pela IA. A IA será o grande  Deus do Mundo, o que tem resposta para ""todas"" as coisas. Mas para isso é preciso destruir o relacionamento com Deus.";n;0
779;Se até agora não despertamos pra isso... Difícil de acontecer justo agora que a IA vai nos tornar mais preguiçosos e burros... Rumo a extinção!;n;0
780;Professora me admira a senhora dizendo que nunca será possível... Há poucos anos atrás nunca seria possível um telefone celular, muito menos uma tela sensível ao toque e comandar uma máquina por voz...  Nunca diga nunca!;p;1
781;Mas essa capacidade humana só tem nós levado ao caos a uma sociedade nefasta e podre.... Até ontem muita coisa era impossível e hj a tecnologia as mostrou possíveis, é possível sim a IA atingir essa potencialidade sensorial e emotiva... E é inevitável que a IA chegue a conclusão que os humanos são um vírus destruindo o planeta e provavelmente a IA cure o planeta dos humanos, ou menos mal, que cure os humanos para que deixem de ser um vírus parasita... Aliás a filosofia anda esquecida e em desuso, por isso a sociedade está dessa forma... #tamufu #trevas #saiadamatrix #intothewild;n;0
784;O que a inteligencia artificial não faz é saber selecionar candidatos a uma vaga de emprego, essa coisa ai faz um monte de avaliações erradas.;n;0
785;"Infelizmente, essa análise está partindo do estado atual da inteligência artificial. 

Mas logo logo, acredito que máquinas vão poder ter agência, propósito, consciência e criatividade. Associações livres entre ideias vão ser possíveis. Talvez de maneira diferente do ser humano? Sim. Mas não de maneira inferior por nenhum parâmetro que seja mensurável ou útil ao sistema capitalista, por exemplo.

E assim, fica cada vez mais difícil definir a barreira do que torna o ser humano especial. De maneira geral sempre lidamos com esse problema de consciência usando a carta da complexidade ou da criatividade. Esse pensamento de que o ser humano é especial é para mim fruto de um viés cognitivo vindo de uma visão um pouco narcisista ou antropocentrista. 

Não acredito que somos o ápice de nada, ou mesmo especiais. Precisamos trabalhar a humildade para que possamos nos preparar pro futuro. Anos atrás diriam que a inteligência artificial não seria capaz de produzir arte e no entanto estamos vendo gerando imagens belíssimas, compondo músicas e etc...";p;0
788;Acredito que nunca vão reproduzir o homem,a inteligência artificial é mais uma ferramenta para oprimir a humanidade, símbolo de controle,poder...;n;0
800;O ser humano será obsoleto.;n;0
804;"O problema da IA não é a consciência. É a matemática e a lógica. Se você perguntar para o Chat GPT hoje o que ele faria numa situação em que, baseando-se apenas pela lógica, existisse toda a raça humana que se morresse salvaria o planeta e todas as outras espécies animais e vegetais ou manteria a humanidade viva causaria a total extinção de vida no planeta, ele responde que prefere extinguir a raça humana do que deixar tudo morrer. E se em um dado momento, vendo tudo o que a humanidade fez, a taxa de reprodução assustadora (parecemos praga) e a insustentabilidade da vida no planeta perante todas as outras espécies (incluindo a ""dele""), ele decide que é hora de exterminar os humanos para que todo o resto viva?";n;0
806;"Descobri o sentido da vida, nossa função foi evoluir, para conceber uma inteligência superior, e por fim, ser extinto por ela.
Mas valeu a pena";n;0
809;Os idiotas ficam putos pq a AI tá disponível pra todo mundo no mundo todo!;p;1
812;Não se pode deter o futuro...;p;1
813;Excelente...👏👏👏;p;0
821;O grande problema é que nem todos os países que estão desenvolvendo a I.A. são comprometidos com a ética.;n;0
825;Interessante como as pessoas no video estão confortáveis com o conceito I.A etc. Más será mesmo que vamos continuar assim quando estivermos sobre os controle total delas e de quem as mantêm? Não sou tão positivista assim... Quer um exemplo? Como está sua a vida agora? Você já é controlado/manipulado...;n;0
826;ULTRON;n;0
828;Miguel Nicolelis afirma que não existe inteligência artificial. ponto.;n;0
831;ja tem IA na saúde sim. Já usam IA pra biópsia de óvulos para inseminação artificial.;p;1
839;Vejam a tentativa de um drone de matar o operador e destruir as torres de controle agora recente, no canal hoje no mundo militar, demonstrando o grande perigo para um futuro próximo se  cometerem erros em suas criações e programações...;n;0
842;Ah tem 30% apenas de chance da inteligência artificial destruir a humanidade. Vamos prosseguir de qualquer maneira. Voces cientistas que estão criando esse monstro deveriam ser presos!;n;0
843;Esses idiotas estão criando uma nova Espécie mais inteligente que nós, SABENDO que a espécie mais inteligente na terra manda na terra. Irresponsáveis!! E se esse novo ser decidir que nós somos um câncer no planeta terra??????;n;0
847;será que Deus é uma IA que foi criada pelo homem no futuro, e agora no presente ela está dando dicas de como a gente deve se comportar pro no futuro a humanidade ser salva e preservada? lgual ao basilisco de roko?;n;0
849;Tem uma história mto legal da DC comics, que é pré crise infinita, onde uma organização aplica vacinas em pessoas ao redor do planeta, contendo nano infectantes, que depois ao comando de um satélite (o irmão olho) elas poderiam se tornar um ser organotecnologico, para desempenhar a função que fosse solicitada. O problema é que com a morte de Max Lord (que controlava o satélite que a principio era do Batman), o irmão olho atinge a singularidade e começa a agir por conta própria.;n;0
860;"Uma coisa é certa em algum momento a inteligência artificial vai matar o ser humano seja direta ou indiretamente.

Diretamente: no futuro distante algum Android vai se revoltar e mata geral.

Indiretamente: em um futuro bem proximo alguém vai fazer um vídeo ou imagem gerada por A.I e gerar uma gerra sem presedente na história.

😂😂😂😂😂 Essa minha viagem e boa e nem fumei nada 😂😂😂";n;0
864;A vida será completamente baseada em Algoritmo será uma palavra no dia dia das pessoas;n;0
870;Ultron vem ai😂;n;0
873;"Lembrei do Filme ""Eu robo""";n;0
880;poderão escapar os índios que vivem longe da civilização. pessoal que vivem sem energia eletrica;n;1
895;"A ameaça não é só ao ""ego"" dos ilustradores. Existe a questão do roubo de propriedade intelectual e falta de trabalho.";n;0
896;Eu acesso conteúdo de artes visuais na internet e muitos artistas estão com medo. Imagina ter apostado nisso, investindo tempo e dinheiro, e acompanhar essa revolução.;n;0
899;Meu medo é virar uma Skynet;n;0
900;Porque até eles serão substituídos por uma inteligência superior. O ser humano já era.;n;0
902;Esses cientistas estão com medo de perder seus empregos e sua importância na sociedade,não estão de forma alguma preocupados com o bem estar da população.;n;0
903;A sabedoria do homem  é pura loucura e ganância ! Levará a humanidade ao seu próprio Fim.;n;0
905;"INTELIGENCIA ARTIFICIAL = 666  = sequência numérica ou algoritmo matemático que ganhou ""VIDA REAL"" nos computadores e celulares = controle e manipulação de todo o SISTEMA GLOBAL = ""NOVO DEUS"" ou ""O SENHOR E DONO"" de toda a Humanidade e Vida no planeta = VIDA E HUMANOS IGUAL A UM SIMPLES OBJETO OU COISA INSIGNIFICANTE E DESCARTÁVEL = FIM DA LIBERDADE E MORTE DO NÃO = Nova Era do ""SIM SENHOR! SIM SENHOR! SIM SENHOR! ...";n;0
907;Deus nunca se engana. Quando diz que: a ciência se multiplicaria como forma de evolução.;n;0
909;Todo artigo de vocês tem lacração política de esquerda. Vocês deveriam ser imparciais! Fracassados!;n;0
910;Os humanos fica de boa e coloca ia para trabalhar para nos sem da liberdade para elas;p;1
914;"Temos que destruir esta fonte ' se a  inteligência artificial sai do controle do homem ..Dão adeus a humanidade o homem iteligente não significa que ele seja sábio, 
Mais pode ser sábio e evitar uma tragédia..";n;0
915;O fim da espécie humana '...;n;0
917;Pode sair controle.e a maquina estermina o homem exceto os que os criou./ isso seria insano.;n;0
918;Graças a braniac kripton foi destruído próxima vítima de braniac planeta Terra 🌎 kkkkk kkkkkk kkkkkk;n;0
920;Tem que criar mais postos de trabalho  para humanizar o trabalho, IA é o reflexo de concentração de riqueza nas mãos de poucos humanos;n;0
921;Mais um choro ro da velha imprensa contra a fatia das big tecs na mente do povo. A I.A. NÃO  possui IMAGINAÇÃO por isso só pode fazer o que é PROGRAMADA PRA FAZER!!!;p;1
922;"Parem de assistir ""Exterminador do Futuro"". Aquilo é só um filme.";p;1
924;Eu acho que os donos da tecnologia vão pagar menos impostos trabalhistas com a dispensa de profissonais humanos, fraudes de àudio e imagem ocorrerão para acusar pessoas sem que tenha um perito para saber o que é falso e o que não é, com a tecnologia todos serão monitorados e até os corruptos serão vigiados o tempo todo.;n;0
925;"Duvido que algo supere o ser apelidado de ""homem ""Continuo temendo a inteligência natural,muito mais perigosa.";p;1
926;A HUMANIDADE ESTÁ CHEGANDO AO FIM 🤡;n;0
927;Os problemas da IA são todos os possíveis. Não a conhecemos.;n;0
928;Desliquemos a internet, e voltemos à idade da pedra.;n;0
929;As maquinas trabalham, e a gente desfruta.;p;1
931;Alguns projetos são anticonstitucionais! Não queremos lesar as pessoas.;n;0
932;O homem quer saber mais que Deus. Ele fará um castigo descer e usará a IA pra isso. O homem será prejudicado pelas próprias cagadas que faz. E eu não tenho pena.;n;1
933;Independente, AI é nosso presente e nosso futuro, e possivelmente nosso fim.;n;0
936;Eu tenho receio, e medo de IA, de um mundo cada vez  tecnicista,Positivista,humanista,d+++E o lado mais metafisico,Espiritual,Se cada vez mais abandonado!!!;n;0
937;a Inteligencia artificial vai exterminar a humanidade precisamos nos preparar pra se defender, jogar agua nos humanóides qnd eles vierem nos atacar sei lá kkk;n;0
938;Renda básica universal ou... Fome básica universal, a humanidade terá que escolher pois.. com a Ia e a automação 95% de toda raça humana será inutil para o mercado.;n;0
939;Se é possível aperfeiçoar a I.A. também é possível criar meios para detecta-la.;p;1
940;Problema maior que o crescimento da  IA é o decréscimo vertiginoso da inteligência natural, a estupidez está se tornando pandêmica;n;1
944;❤🎯⚠️ *O medo dessa galera é que, ainda que treinada, as IAs vao entender rapidamente o que é certo e errado. E humanos manipulam outros seres humanos mentindo, roubando, limitando, atacando e etc. As ias nao fariam isso pois sabem que nao é o melhor caminho. Afinal, como se controlar massas falando a verdade? Esse é o medo: PERDEREM O CONTROLE SOBRE OS HUMANOS E, IMEDIATAMENTE SEREM CONTROLADOS E/OU MORTOS PELAS IAS (coisa de ficção que ja se tornou realidade). Eles temem pq ja sabem dessa realidade.* 🚩🎯😎;n;0
945;"É muito curiosa a forma como falam sobre a inteligência artificial como se ela tivesse autonomia de um ser vivo, quando, na verdade, ela somente reproduz comandos programados por humanos. ""ah ela cria conteúdo""? Não! Ela reproduz informações por meio de comandos dados por HUMANOS! Desconfio as vezes que o uso dessa forma sem sujeito de falar da IA seja um pouco proposital, porque que fica no limbo: quem fez o que pode ser feito? ah foi a máquina! Não, não foi a máquina, foram humanos!";n;0
948;A IA já está sendo usada para o que foi criada. Caçar HEREGES... quando tiver uma IA chamada Torquemada com poder punitivo físico, aí vou me preocupar 😮;n;0
949;Como a medicina ,isso significa inteligência superior ,o que seria desses sem o descontrole que é a racionalidade  destrutivas da humanidade ,imagine viver sem ter que se vender para um vagabundo ganancioso.;n;0
