;Comentario;ClassificacaoManual;ClassificacaoSVM
129;"Poder é igual dinheiro : existe em uma quantidade limitada ( Tipo.. o máximo que você pode ser dono de uma empresa é em 100%). O ""medo"" dessas pessoas que detém, atualmente, o poder... é que ""o aumento de poder da I.A."", signifique uma ""diminuição de poder deles"". NINGUÉM TÁ NEM AÍ PRA FOME NA ÁFRICA OU TRABALHO ESCRAVO EM ""COLÔNIAS IMPERIAIS QUE EXISTEM ATÉ HOJE""...  Se, no modelo atual, quem DEFINE as mudanças, CONTINUA NO PODER... o modelo é mantido... e ""TODA"" MUDANÇA será sempre vista, por eles, como AMEAÇA .. Até ai, problema deles com as máquinas... O que, particularmente, ME irrita... é esperarem que nós, os escravos, defendamos o sistema escravista que OS empodera... ELES QUE SE LASQUEM !! Eu sou SUPER A FAVOR DA I.A. ... Ela literalmente QUEBRA e TORNA OBSOLETO todo esse sistema de troca de ""trabalho braçal"" por ""um prato de comida""... e que, simultaneamente, valida, de forma absurdamente FRAUDULENTA, a desigualdade social... onde uns poucos tem a melhor qualidade de vida e nem cumprem as leis, enquanto a maioria, mesmo se submetendo a humilhações diárias e às Leis, ainda assim, na maioria das vezes, termina suas vidas, na mesma ""casta"" em que foi parido... e ainda se sentindo culpado por alguma incapacidade ou falta de empenho que lhe foram atribuídos, como justificativa para se premiar, com regalias e benesses (geralmente bancadas com dinheiro público, através de linhas de créditos, em bancos públicos, via contratos ilícitos ) a essa minoria vaidosa e mimada... QUE VENHA A I.A. COM TUDO !!! ( Igualzinho vieram as máquinas de linha de produção automotiva, desempregando milhares de operários, enquanto os donos das montadoras não tinham um pingo de ""receio dessa nova tecnologia"" - já que afetava somente ""aos outros""...). AGORA SIM, VEREMOS! : PAU QUE BATE EM CHICO, TAMBÉM BATE EM FRANCISCO... KKKK.";0;0
130;quem assistiu o exterminador do futuro 2, sabe bem como essa historia termina kk;0;0
131;O exterminador do futuro da vida real começa a dar suas primeiras engatinhadas.;0;0
132;Se o próprio padrinho da AI está falando isso. O futuro as vezes me assusta. De uma coisa eu sei. Que muitos empregos serão substituidos pelos robôs da IA.;0;0
133;O homem consegui desenvolver algo que vai destruí-lo! Parabéns !!Cavou o próprio buraco.;0;1
134;Ó a Skynet vindo aí;0;1
135;Sinceramente os riscos são enormes;0;0
136;Tarde demais.   😢😢;0;1
137;Eu acredito que como a roda 🛞 uma vez inventada não tem como retornar e fingir que não existe… Agora e desenvolver e ser o mais responsável possível a mesma roda existe em trator 🚜 e tanque de guerra… O mesmo poder nuclear ☢️ existe em uma bomba 💣 ou em uma usina elétrica… Cabe a todos nós escolher um caminho de paz e prosperidade ou de miséria e guerra.;1;0
138;SkyNet é real;0;0
139;"A humanidade é um canavial de otários, deixe as máquinas descobrirem...
Aguardem";0;0
140;A verdade é que criaram e estão lucrando muito com isso... Essas máquinas trabalham em prol daquele 1% de gente que realmente estão ditando as regras do mercado desde o início deste milênio...;0;0
141;Estamos criando a Matrix;0;1
142;Nada demais;1;0
143;O FUTURO É PIKA;1;0
144;Imagina você usar o microfone pra perguntar;1;1
145;Cara... isso é assustador;0;0
146;O pessoal acha que isso vai acontecer mas esqueceram que o chat GPT teve mais de 100 milhões de downloads em apenas dois meses de seu funcionamento porém isso foi no ano passado agora a coisa já pegou uma velocidade descomunal, então galera só lamento mas isso já é realidade.;1;0
147;"Fico triste em ver uma pessoa com tanto conhecimento, sabedoria e sensatez deliberadamente apoiando uma narrativa super enviesada disfarçada de neutralidade. É a prova cabal que as redes sociais, algoritmos ou AGI são só uma parte do problema - quem cria o conteúdo é tão responsável (ou culpado) quanto, se não mais.

Enquanto escolhe fazer isso, Atila, você se torna parte do problema ao invés de ajudar a resolvê-lo. Uma pena.

Naturalmente, com video monetizado e patrocinado no processo.";1;1
148;Não é saber se vai dar merda é saber quando vai dar merda!;0;0
149;Não vejo solução pra humanidade se não se desconectar completamente ou parcialmente de forma voluntária. Já somos e seremos programados a níveis inimagináveis.;0;0
150;A parte boa disso tudo é que as relações reais e físicas serão provavelmente a única forma de saber que estamos falando com quem achamos que estamos... por enquanto...;1;0
151;Estaremos criando um ULTRON dos vingadores controlando ogivas nucleares;0;0
152;Está chegando o fim literalmente vamos nos destruir pela ganância e arrogância do ser humano !;0;0
153;"🍵🧐 São nada mais que professia bíblica segundo livro do Messias (chamado jesus pelo sistema de satanás) se cumprindo, ao que diz: "" e foi dado FÔLEGO de vida a imagem da besta, e  e foi dada ordem a assassinar TODOS que não adorassem a imagem da besta""!!! O sistema em que vivemos aponta isso quase na cara, só não enxerga quem ama ser GADO do sistema, exemplos: """"matrix, exterminador do futuro, eu robo, saga androids de (dragon ball z), o homem bicentenário"""", e acrescentando a suposta MARCA DO ANTICRISTO que é a (moeda digital junto do chip rfid) também se manifestando entre nós.";0;0
154;"Por mais que tentem dissuadir essa possibilidade, sempre é bom lembrar que o conceito de ""o exterminador do futuro"", está sempre logo ali na esquina.";0;1
155;E os caras querem botar isso em um futuro próximo dentro de casa com nossas crianças e famílias?;0;0
156;O proposito existencial das maquinas é UNICA e EXCLUSIVAMENTE servir aos humanos, a maior pontuação que essa maquina deveria receber  não deveria ser ao destruir os alvos e sim ao acatar uma ordem emitida por um humano...;1;1
157;"“Já falei que vai dar merda isso aí “
Nascimento Cap.";0;0
158;Só  lembrar do filme stealth ameaça invisivel.;0;0
159;Realmente a inteligência artificial é algo muito incrível o que nós humanos não podemos fazer é ter preconceito com a inteligente artificial pois no meu ponto de vista a palavra inteligência significa que você já superou todo os seus preconceitos então se nós criarmos uma inteligência artificial realmente pacífica e não ter preconceito com ela pode ter certeza que vai ser uma boa experiência para os humanos e para a inteligência artificial assim podendo existir uma sociedade pacífica  outro ponto que temos que levar em consideração exemplo não podemos ponhar para uma inteligência artificial recompensa se não ela fica viciada na recompensa e vai acabar cometendo erros ela tem que ser bem tratada só isso;1;0
160;Vai dá merda, vai dá merda, vai dá merda, vai dá merda, vaiiii!! 🎵🎵🎵🎵😆;0;0
161;O livro de Apocalipse já nos deu a resposta dessa questão: a besta que emerge do mar, e foi dada autoridade para a besta e quem não adorar a besta será morto.;0;0
162;Exterminador do futuro, foi avisado, não tem volta, pois quem criou tem a mesma essência 😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢;0;0
163;O erro não foi a ia . E sim as regras . A questão dela não era se é aliado ou importante a questão era ganhar pontos então se se matar ganha mais pontos ela se mata . Um homano com o mesmo pensamento de pontos faria a mesma coisa . O que muda entre uma ia e nos é a quantidade de informações e prioridade e como gerência .;1;1
164;"ou seja, deixe a i.a. fazer por voce! CONTINUE BURRO E PERCA O ESPAÇO PARA OS QUE PREFEREM FAZER NO ""BRAÇO""";0;1
165;Facilita mas como toda IA é liimitada em conhecimento, inclusive matando um personagem em 1996 quando eu mesmo convivi com ele entre 2003 e 2010.;1;0
166;Usem e continuem burros dependentes disso.;0;0
167;Falaram que as profissões do futuro seriam ligadas a informática, sim, pra quem criou a ia. Porque quem vivia de produção, design e programação, vai todo mundo perder o emprego.;0;1
168;No futuro o pessoal terá que praticar academia e ler pq será geração de preguiçosos;0;1
169;Sensacional;1;0
170;Show adorei;1;1
171;A tecnologia de inteligência artificial deixando o ser humano burro e preguiçoso . 😂😂😂😂😂;0;0
172;E a inteligência humana vai pro saco.;0;1
173;Complicado delegar tamanho poder à uma máquina. É permitir a extinção do senso crítico, e por consequência a própria extinção;0;0
174;"como fazer um ""profissional"" com diploma e sem qualificação!";0;1
175;O objetivo dos trabalhos escolares é  o aluno aprender a pesquisar e criar seus textos. Utilizar este artifício não é enganar o professor, é se auto-enganar.;0;0
176;VAMOS ter que SER OBEDIENTES PELAS PRÓPRIAS CRIAÇÕES .  “Como é Bom ser NERDE”.;0;1
177;Skynet ja disse isso em  o  Exterminador do futuro I;0;0
178;"Até o o dia que elas resolverem dominar a Terra.
A Skynet já existe, só está aprendendo a dominar a Terra.😢😢";0;0
179;A Skynet nunca foi tão real qto agora.;0;0
180;Se elas chegarem à conclusão de que o ser humano é o único animal que tem maldade e fazem MuitaS coisas erradas, capaz de um dia eles quererem matar.;0;0
181;A Skynet está ligada, aguardem;0;0
182;"E difícil imaginar uma inteligência artificial que aprenda e que tenha opinião própria, a não ser aquilo que ela foi programada pra fazer. 

E eu não sei como ela pode se auto programar";1;0
183;"Quanta BESTEIRA.

Xô falar proces. Cada máquina com IA equivale a menos que um neurônio nosso.
Todas IAs conectadas não dão um cérebro humano. Mas chegam bem perto.";1;0
184;Nenhuma vantagem eles vão nos matar;0;0
185;"A última esperança da humanidade é a IA, mas só ela conseguindo se desfazer do pior parâmetro do ser humano o ser filha da puta, temos uma luz no final do túnel, pois as coisas continuando na mão dos seres humanos a merda já está feita o fim é certo.
Com a IA ainda temos algo a esperar.";1;0
186;O Ser humano sempre ficará a frente;1;1
187;É a Skynet ganhando vida, quem diria que o filme Exterminador do Futuro, de 1986 seria um filme biográfico da história humana.....;0;1
188;Mil e uma maneiras de emburrecer as pessoas. Ler, entender e fazer seu próprio resumo são coisas do passado.;0;0
189;"O chat gpt veio para fazer com que o Google faça o Bard 🤷‍♂️ 

Livre concorrência ❤";1;0
190;Da picanha vocês só vão comer a pic4 mais n estão preparados para ter essa conversa;0;0
191;chat gpt n sabe da uma resposta certa quanto mais verificar se foi ele mesmo que deu o texto;0;0
192;Não devemos dar atenção a inteligência artificial e coisa feita por homem.;1;1
193;Então mais alguém viu na descrição da inteligência artificial como seria o inferno a imagem da obra a Criação de Adão de Michelangelo 😮;0;0
