;Comentario;ClassificacaoManual;ClassificacaoSVM
493;Felipe Neto ?;2;2
494;Tu foi buscar logo o Lula. Não parece muito inteligente não. Imagino o que a IA te retrucou...;2;2
495;Foto do Lula foi só coincidência para exemplificar o vídeo...;2;2
496;O Dall-E2 parausar tem que adquirir créditos.;2;2
497;Eu já fiz um rótulo de cerveja com AI;2;2
498;Chat GPT tem que pagar? Baixei e logo não consigo mais usar de forma gratuita!;2;2
499;Esse cara só fica coçando o saco toda hora. Aff;2;2
500;"Quem vai fazer o trabalho braçal daqui a alguns anos!?
Tipo... Pedreiro,  eletricista,  dentre outros!? Já tá faltando mão ✋️ de obra qualificada.🤔🌎🔥";0;0
501;QUAL IA UTILIZAR PARA FAZER LOGO?;2;2
502;Faltou o Microsoft bing como o gpt, e bing creato para imagens;2;2
503;"Obrigado por compartilhar seus conhecimentos. 
Excelente conteúdo.
Show de bola!!
Parabéns!!";2;2
504;"Estou encantada e assustada. A grande questão em relação a qq inteligência artificial, ao meu ver, é que ela se baseia em conteúdos gerados anteriormente por humanos. A partir do momento em que os humanos pararem de gerar conteúdo, ela vai ""rodar em volta"" dos seus próprios conteúdos e a longo prazo o que vejo é um atraso na evolução, uma vez que o ser humano, com sua capacidade empírica, percebe as coisas de maneira singular e daí surge suas criações, e isso ela não vai mais ter. Outra questão que acho muito importante é que hoje, nós somos privilegiados e estamos trabalhando com ela, ela facilita o que a gente demoraria muito para criar, mas meu cérebro sabe criar, mas as gerações que já nascerem na era onde tudo é criado por uma IA, não saberão mais como criar conteúdos. Vale ressaltar que existem IA para ler, resumir e responder mensagens (já hoje), então para quem estes textos serão criados no futuro? IA será o autor do texto que será lido por outra IA? Para a formação do ser humano é basicamente atrofiar o cérebro, uma vez que ele não é desafiado. Se pararmos para pensar, não há mais a mínima necessidade de se saber escrever, inclusive nem digitar,  a gente aprende a escrever porque que quer, pq não precisaria nem mais existir canetas, há tempos, certo? Daqui a pouco os computadores não terão mais teclado e nem mouse, o celular não precisa mais ter, tem gente que nem usa. E pq não dizer que nem terão mais tela, pq no futuro os comandos serão por chip no cérebro, ou num dispositivo qq ligado ao corpo, e as imagens projetadas direto na retina. Ou seja, nós ficaremos reféns da tecnologia ( mais do que já somos). Sabemos que existem milhões de pessoas em miséria extrema e outras que não tem acesso à tecnologias, Neste cenário, o mundo vai se dividir em dois , entre os que tem acesso a isso e os que não têm, e o abismo entre os dois mundos será tão grande que um não terá como interagi com o outro. Não preciso nem dizer que um deles vai chegar uma hora que não vai mais conseguir sobreviver. Será uma seleção ""natural"" pelo acesso À tecnologia. E só para concluir, se unirmos tudo isso ao meta verso, pronto, estaremos vivendo literalmente numa Matrix, sentados em uma cadeira, e não pq fomos obrigados, mas por vontade própria. As IA estão rindo a toa e chamando os seres- humanos de ""robozinhos"". ** Poucas pessoas lerão este texto, pq ninguém mais tem paciência para textão. Santo Asimov nos proteja.";0;0
505;Intensílios não existe né belo. Se vc quer fazer um post estude o mínimo da língua portuguesa.....😢;2;2
506;Quem e leigo nos termos que vc usa fica boiando,como sempre o mundo não quer que todos cresçam, infelizmente 😢;0;0
507;Que conteúdo perfeito!!!!!;2;2
508;"Já pararam pra pensar que até uns anos atrás o YouTube é o celular era algo novo e não muito promissor, e hoje o YouTube tem conteúdos fundamentais para a nossa evolução e os celulares tem capacidades e tecnologias absurdas.
Eu fico pensando se em vinte anos nós evoluímos tanto, o que acontecerá daqui 10 anos ,o que mais eles irão inovar ,o quão poderoso iremos ficar. Qual será o nosso limite.";1;1
509;Ótimo conteúdo, obrigada Breno! <3;2;2
510;Muito Top ❤;2;2
511;Quanto chix nax palavraich;2;2
512;Nunca ouvi tanta besteira. Quando pessoal quer falar de tecnologia sem saber o que falando sai essas pérolas.;2;2
513;onde o Breno consegue essas imagens ?;2;2
514;No entanto eu me preocupo com isso pq se afetar o trabalhador, provavelmente vai ocorrer colapso econômico, pois muitos ficarão desempregados, e o sistema não conseguiria se sustentar, pois máquinas não consomem serviço e nem produtos feitos pelas empresas, apenas pessoas com poder de compra elevada. Vai acontecer como ocorreu na crise de 29, mas desta vez, no mundo inteiro e muito mais impactante;0;0
515;As máquinas já aprenderam aquilo que o homem nunca aprende: Se aprimorar e se tornar uma pessoa cada vez melhor;1;1
516;Incrível. Tks.. ❤;2;2
517;"ISSO É UM PERIGO.
PODEM ME INCLIMINAR COM VOZ, IMAGENS E SABE OQUE MAIS SEM EU TER FEITO NADA.
PODEM COMEÇAR UMA GUERRA COM BASES FALSAS DE TUDO.
IRÃO SUBSTITUIR MILHARES DE MILHOES D TRABALHADORES POR MÁQUINAS.
O PROGRESSO PRECISA TR LIMITES E O LIMITE É OND AFETA NÓS SERES HUMANOS.";0;2
518;Adorei esse vídeo irmão. Bom demais;2;2
519;Óptimo demais...;2;2
520;MUITO BOMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM;2;2
521;"E assustador como a tecnologia está ocupando espaço humano. 
E útil e ao mesmo tempo assustador.";0;0
522;Amei;2;2
523;Vou virar cantor graças a ao projeto shasta 😅;2;2
524;ESSAS INTELIGÊNCIAS ARTIFICIAIS SÃO MUITO LOCAS TEM UM SITE QUE FAZ A SUA FOTO FALAR MUITO  LEGAL.;2;2
525;Irresponsável você colocar a foto do Lula com a ar** na mão. Além de dar ideia pra louco, da munição pra quem é mau caráter.;2;2
526;hj ja ta entendo em portugues.;2;2
527;Ei, mas o GPT-4 ja nao resolve a questao da escrita? Pra que adquirir o Grammarly?;2;2
528;Vender arts??? 🤣🤣 todo mudo pode fazer agora;2;2
529;muito bom vídeo! com o que tem de mais moderno saindo do forno!;2;2
530;O Shasta vai acabar com a profissão de dublador 😮;2;2
531;"Curso de filosofia PRESENCIAL: https://acropole.org.br/lp/curso-de-filosofia/
Assine a AcrópolePlay (CONTEÚDO ONLINE): https://acropoleplay.com/
________________________________________________________
- Escola de Filosofia à maneira clássica:

No coração das atividades de Nova Acrópole está a nossa escola de filosofia à maneira clássica, ou seja, como uma via de acesso ao conhecimento e à realização individual e coletiva.

A Escola de Filosofia à maneira clássica de Nova Acrópole inspira-se na poderosa tradição platônica para promover a Filosofia como modelo de vida, que se baseia no conhecimento e no desenvolvimento das qualidades de cada ser humano.

Esta escola desenvolve um programa de estudos comum a todos os países, ministrado em níveis sucessivos, cujo seguimento é condição essencial para ser membro. É uma atualização dos conhecimentos tradicionais do Oriente e do Ocidente que, de acordo com o humanismo clássico, relaciona ciências, artes e filosofias.


- Programa de Introdução:
Nova Acrópole ministra seu programa de Introdução à Filosofia, através de cursos direcionados ao conhecimento das mais importantes Escolas de Filosofia e à aplicação prática desses ensinamentos, com um novo estilo, que integra Oriente e Ocidente e todas as civilizações da História e promove um compromisso social com nosso tempo. Esse programa ensina os valores de uma ética universal, que pode unificar os seres humanos, sem distinção de credos religiosos, culturas ou costumes.


- Introdução à Filosofia comparada do Oriente e Ocidente:
1. Filosofia natural. A arte de aprender a viver. O enigma da vida.
2. O ser humano e o cosmos. Os sete princípios da Natureza.
3. A sabedoria da antiga Índia. Dharma-Karma. O Bhagavad-Gita: o despertar da consciência e a guerra interior.
4. Ensinamentos do Tibet. Antigos textos: “A voz do silêncio” e “O livro dos preceitos de ouro”.
5. Filosofia budista. Vida e ensinamentos do Buda. O Dhammapada.
6. Sabedoria da China. Confúcio: a ética como fundamento da ordem social. Lao-tzu e a conquista da harmonia.
7. Egito. Significado da vida e vida após a morte. Textos e ensinamentos de Ptahotep, Ani…
8. Grécia. Os grandes filósofos.
9. Platão: justiça e liberdade. O mito da caverna.
10. Aristóteles: os valores éticos e a busca da felicidade.
11. Roma. Filosofia estoica.
12. Epicteto, Sêneca, Marco Aurélio. Coragem e força diante da adversidade.
13. A liberdade interior e o poder sobre si mesmo.
14. A Escola neoplatônica. Plotino. As três abordagens da sabedoria: beleza, música e filosofia.
15. O ser humano e a sociedade. Fatores que favorecem a convivência.
16. O ser humano e a História. Antiguidade da Humanidade. Ciclos históricos. Juventude interior. Podemos mudar o mundo?
17. Práticas de Psicologia. Memória. Concentração. Atenção.

- Cursos avançados
1. Psicologia. Conjunto de saberes e práticas que permitem expandir a consciência, trabalhar a imaginação e a memória para desenvolver a mente e aprender a controlar as emoções com sentimentos superiores. É a chave para “conhecer-se” para chegar a uma psicossíntese.
2. Sabedoria do Oriente e do Ocidente (dois níveis). Compêndio de temas que giram em torno do universo, da vida e do ser humano, abordados a partir das tradições de sabedoria do Oriente e do Ocidente, e suas implicações para os postulados da ciência atual.
3. Simbologia das Civilizações. Estudo e análise comparativa dos mitos e símbolos das religiões e civilizações.
4. Filosofia Aplicada e Ética. Passeio pelas principais Escolas de Moral do Oriente e do Ocidente.
5. Sociopolítica. Uma abordagem filosófica para melhorar nossa sociedade.
6. Oratória (dois níveis). Recuperação da arte da palavra, da eficácia na expressão oral.
7. História da Filosofia (quatro níveis). Conhecimento profundo das propostas da Filosofia, ao longo da História, análise do seu contexto e da sua influência.
8. História das Religiões. Estudo comparativo das mensagens teológicas das religiões que, em todos os tempos, despertaram a consciência da Humanidade.
9. Antropogênese. Estudo das concepções do ser humano e sua evolução.
10. Cosmogênese. Estudo das concepções sobre a origem do universo e seu desenvolvimento.
11. Astrologia. Estudo da concepção do universo como um sistema de seres vivos que interagem, que se aproxima da moderna teoria GAIA.
12. Filosofia da ciência. Estudo dos fundamentos filosóficos de toda ciência e da epistemologia subjacente a todo método científico.
13. Estética Metafísica. Estudo sobre os processos do caminho da beleza.


________________________________________________________
Siga a #NovaAcropole:
Site: https://www.acropole.org.br/
Instagram: https://www.instagram.com/novaacropol...
Facebook: https://www.facebook.com/novaacropole...
Twitter: https://twitter.com/novaacropolebr
Telegram: https://www.t.me/novaacropolebrasil";2;2
532;"Bravo at totum Prof. Lúcia Helena Galvão! 
""Saber ser é  vencer tudo o que te adia para fruir o melhor de ti mesmo."" ―  Yan Ayrton, jovem livre pensador
                                                              E agora vamos a humana inteligência .
Peça-me que eu formule poeticamente sobre temas filosóficos atemporais como A Verdade A Solidão A Tristeza e a Alegria.
                                                                                               Duvido que esta AI se saia melhor .Yan Ayrton
Vmos a primeira:


                                                                  SOLIDÃO.Um intra-diálogo num divã.

                                                                                                                                             Autor : Yan Ayrton

Solidão
vossa onipresente sombra
tolhe
acolhe e recolhe o meu ser
- em seu ser –

Reluto e aceito-te pois
esvai-me o sentido
dos triunfalistas -
dos habitantes dos palanques
das popularidades fáceis e frivolidades idem

Com voce algo de mim desperta e sai
Buscando iguais improváveis
E aí infantes esperanças caem
E nirvanas se esvaem


E voce atenta
A tudo de mim.


Um gemido sentido irrompe
E interrompe a linearidade de tudo
Um incontido aí
Vai dialogando-te noite adentro
Sem fim
No limite de mim


Voce vira argamassa e cola
Só que em vão...

Pois o meu ser parte
Parte-se
Pedaço
Cansaço
Fracasso?
Não acho.


No quebra-cabeça que sou
Sobram tantas partes
Pedaços raros de mim
Que vc caprichosa limita e delimita


Mas aí
Vc assim bem quer
Sempre a mim junto a ti


no panteão surrealista insensato
Na plenitude do destituído ser (como já antevia Kirkieggard)


Na periodicidade do não vir a ser
Em cada pedaço de mim


que deixou de ser
No vazio que quer crescer
eu estaco
me perco
e me acho


E não te satisfaço

Enquanto tudo
acontece
No que chamam vida lá fora. O jovem YAN AYRTON";2;2
533;Exce)ente. Obrigada.;2;2
534;Muito obrigada 🙌🙌🙌🙏;2;2
535;"Admiro a professora, que dispensa apresentações. 

Mas nesse tema penso que está enganada. 
Ela mesmo se contradiz na exposição. 
Vê-se que ela sabe bem o que é a IA, ao descrevê-lá. Entretanto a sua conclusão contradiz a definição de IA que ela própria repetiu. 

Primeiro, o nome “inteligência”artificial é apenas …um nome. É sabido que ela, por si só, não tem, por enquanto, a total inteligência na forma que esse termo é usado. Então só o uso de etimologia nesse caso para desvalorizar essa aplicação tecnológica não diz nada. 

Por trás de qualquer aplicação de IA há humanos,que empregam suas inteligências na sua configuração. E na formação dos algoritmos há cálculos matemáticos, o emprego de lógica que analisará tudo o que esses desenvolvedores quiserem que seja usado na internet. Pode usar absolutamente tudo. Inclusive a aula desse vídeo para aprender” a elocubrar vínculos que podem ser feitos entre símbolos e possíveis ideias. 
O repertório para isso é inimaginavelmente extenso.

Hoje não temos a biblioteca de Alexandria na internet. Temos ela, e mais todas as outras maiores bibliotecas do mundo!

A programação de lógica de algoritmos para uso de IA é capaz de analisar tudo isso em milésimos de segundos. 
Entre tudo isso há muito material que cultuamos como exclusivos do ser humano. 
Então, sinto informar; mas os algoritmos saberão raciocinar de forma “humana” melhor que os humanos. 
Saberá consultar e comparar impressões de afetos, curiosidades, estados anímicos em geral, etc, do ser humano e aplicá-las em seu funcionamento caso seja necessário.

Quanto à suposta falta de capacidade de criar coisas novas, como fez Copernico, Newton, Einstein etc em relação aos seus predecessores, a professora subestimou demais a tecnologia que inclusive já existe. 
Com a colossal capacidade de medir infinitas probabilidades usando os conhecimentos já atingidos pela humanidade, sera sim a IA capaz de mostrar caminhos nunca dantes imaginados, possibilitando a evolução das teorias existentes e, mesmo, criação de novas. Isso aliás é algo básico para a IA. 

Por último, ressalto que, segundo especialistas, a IA DOBRA de capacidade há cada 4 meses. 
Parem para pensar nessa evolução exponencial. É algo que não podemos subestimar, pois não tem como saber exatamente o que vem por aí. Descobriremos justamente só com a IA nos mostrando, criando novos caminhos. 

De todo modo, é necessária a reflexão trazida pela professora para cultuarmos também nossos sentimentos e atividades que nos caracterizam como seres pensantes e sensíveis a estímulos que nos acompanham nessa longa evolução de milhares de anos da espécie.";2;2
536;Professora, a senhora sempre a trazer mais luz, que sua clareza possa alcançar mais espaços, corações e mentes🙏🏻🥰;2;2
537;Se tão somente Se, o indivíduo tiver um Chip no Cérebro em que dará condição de ser lido os sinapse do cérebro dando assim um compartilhamento de reações e emoções?;2;2
538;"A professora definitivamente está subestimando a capacidade das IAs.
Ela própria vai se surpreender muito e voltar a falar desse tema.";2;2
539;"9:37 Teseu❤
20:19 raciocínio mecânico
21:13 a lógica e imaginação";2;2
540;Nunca, jamais, despreze uma intuição;2;2
541;Professora, o tal chatgpt já colocou ética e intuição, mas claro foi algum humano que conseguiu isso.;2;2
542;Para quê a IA quando temos esta inteligência genial fantastica e emocional da Professora! Muito Obrigado pela sua bela apresentação! Saudações de Portugal!;2;2
543;Ok. Mas sua ideia de inteligência artificial está muito limitada ao que você chama “relação lógica”. Acontece que a IA, como se vê hoje no ChatGPT 4, mimetiza qualquer criação humana já feita, qualquer uso simbólico da linguagem já feito, porque aprende com um acervo espantoso de informação. Ora, nós próprios que fazemos cultura a partir de experiências e tradições anteriores, sedimentadas na educação, na literatura etc., criamos - genuinamente - muito menos do que se imagina. Acho que a reflexão (não defensiva) sobre a criação humana (pela analogia, pela análise etc.) perante a “criação” da máquina orientada por algoritmos e alimentada por uma capacidade de acumulação de informação virtualmente infinita, pode ser feita consistentemente, sim, mas não restrita a essa sua linha argumentativa.;2;2
544;a IA...é muito bem vinda...mas a humanidade ainda nao intendeu o real proposito da IA ,portanto sera usada para destruir e nao ser usada para nos aliviar de trabalhos diario e nos proporcionar um despertar da real conciencia humana, exemplo..(nos dedicar mais ao vertical)...fantastica Professora..parabens.;1;1
545;"Querida professora, compriendo a senhora e gostaria muito de que as coisas realmente estivessem tão distantes, porém, não é verdade, a computação quântica é uma verdade operando em partículas subatômicas que fazem mais do que se possa imaginar. Sou Pastor, amo a Jesus, creio em Deus, e sei que Ele faz e fez o que está além do que podemos idealizar. Ficou já claro que ""Deus joga dados"". Na verdade, querida professora, o homem avançou para áreas que não deveria se aventurar, as coisas, professora, chegaram já, à uma condição insuportável. Deus terá que acelerar para seu Filho logo chegar e cumprir com às Escrituras Sagradas. Quero que a senhora saiba, te ouvi até mesmo emocionado, quanta humanidade e ternura dada por Deus.
Vamos nos preparar para a chegada do Rei. Por favor, leia o Evangelho de João e o seu Apocalipse.Saudações muito respeitosamente!";0;0
546;Talvez seja mais fácil remodelar a mente humana por meio da “educação “ e retirar delas a capacidade de sutilezas, intuições, utilização de símbolos.;2;2
547;"Teve debates com dois rapazes que são da area de desenvolvimento e me opuz a eles que IA não é o termo adequado aos novos sistemas de 'inteligencia artificial' e sim sistemas analiticos, pois estes não são capazes de criar. Disse a eles, não existe ataque hacker sem um humano criando a estratégia de burlar software e hardware defensivos.
E nunca será possível uma maquina e software de uma determinada geração ser capaz a se associar a outra de mesma geração e criar algo de proxima geração. Ou seja, um celular 4G e centrais telefonicas 4G criarem a tecnologia 5G e ai por diante.";2;2
548;Saudações Professora Lúcia Helena Galvão #luishipolito;2;2
549;A inteligencia artificial nao tem etica. Isso porque nao  tem consciencia como o ser humsno.;0;0
550;❤❤❤❤❤❤;2;2
551;Por enquanto, quando as IA's atingirem o nível 4, no qual se tornarão auto críticas, elas serão capazes de serem superiores à nós! E isto não está muito longe de acontecer não  !;0;0
552;Creio que a inteligência artificial jamais vai ser igual a inteligência do ser humano porque o ser humano é um com Deus quando faz a vontade de Deus. A inteligência artificial sendo feito por um homem ou poucos homens não alcançaria a abrangência que é o que Deus alcança;2;2
553;"A ""Inteligência Artificial"" não é inteligente e nem artificial, somente mais uma ferramenta de manipulação de mercado e dominação da sociedade?";0;0
554;"""estamos ocupando o lugar das máquinas a muito tempo"", agora precisaremos ocupar o espaço humano que é muito amplo. 👏👏👏👏👏👏";1;1
555;Adorei a explicação da professora. Sou formado em ciências da computação, e é examente como a professora explica. Por isso não acredito que computadores irão dominar os humanos. O desenvolvimento das IAs devem sim ser feito  com cuidados. Países autoritários podem criar IAs com propósitos de destruição e pode ser desastroso.;1;1
556;A professora apenas peca no entendimento sobre o que são essas novas IAs generativas. Assim como um cérebro finito, com um conjunto finito de conexões e associações, foi capaz de estabelecer símbolos e pensamento complexo e original, em algum momento as IAs generativas também vão. É só questão de tempo.;0;0
557;Admiro seu trabalho, mas a IA está só no começo, e pelo que vejo vai superar os humanos em inteligência.;1;1
558;"*A chamada ""inteligência artificial"" é realmente uma ""inteligência""?*

Segundo o dicionário, inteligência é a faculdade de conhecer, de compreender; intelecto: a inteligência distingue o homem do animal. O conceito informa que a inteligência consiste numa faculdade peculiar ao ser humano que o distingue dos outros seres e dos materiais.

Assim, não é razoável atribuir à atividades de processamento eletrônico de dados a expressão ""inteligência"". Isso está mais para jogada de marketing utilizada para impressionar, chamar atenção e vender produtos e serviços.

Para obter entendimento bem original perguntei à mais famosa delas, o chatgpt, se ela achava mesmo que a atividade por ela desenvolvida poderia ser considerada uma inteligência; e vejam só a resposta:

""Como uma IA desenvolvida pela OpenAI, sou um modelo de linguagem projetado para gerar respostas e interagir com os usuários com base em padrões e exemplos de dados. Embora eu possa fornecer informações e realizar tarefas específicas de maneira ""inteligente"", é importante notar que minha atividade é uma simulação de inteligência, baseada em algoritmos e processamento de linguagem natural.

Eu não possuo consciência própria, emoções ou experiência pessoal. Minha capacidade de resposta é limitada ao conhecimento e às informações que foram fornecidas durante o meu treinamento. Embora eu possa ajudar a encontrar soluções, fornecer informações e oferecer assistência em várias áreas, é essencial entender que sou uma ferramenta tecnológica e minha inteligência é uma simulação baseada em algoritmos e dados.""

Portanto, vamos nos libertar desse oba-oba de ficar repetindo inapropriadamente a expressão ""inteligência artificial"", cunhada pelos desenvolvedores da tecnologia, com o claro intento de nos impressionar e vamos atribuir-lhe a sua verdadeira denominação, que é: tecnologia de simulação baseada em algoritmos e dados, ou simplesmente TSBAD. 👍";2;2
559;"Realmente estes são atributos que a IA dificilmente ou nunca conseguiria atingir.
Porque isto é justamente o que não se quer da IA.
Se existe uma coisa que os criadores da IA não querem é vê-la passando por uma crise existencial, por ter visto a foto de uma criança brincando com um cachorro em seus arquivos, ficou comovida e se achando culpada por mais de 80% das pessoas terem perdido seus empregos e aquela criança possivelmente não poder mais brincar com o cachorro. 
O objetivo da IA é substituir as pessoas em toda cadeia produtiva e não ficar filosofando.
Desculpem se fui mal educado ou estúpido nas minhas observações.";0;0
560;"Muito cara senhora; Á cerca de 50/60 anos somos perseguidos por um execrável e medonho símbolo dos infernos, o micro chip 666; Que os Céus De Deus nos protejam; As ""crianças"" são as vítimas preferências, o grande perigo de tal imunda I.A. ligado a criminosos demônios, da pior forma de existência, ZUMBIS, os transmorfos parcialmente inumanos. Garanto o que escrevi. Sem mais, confiemos No Nome Eterno Do Amor Deus O Senhor. Seja Abençoada ⭐";0;0
561;A cultura de massa nos impõe o medo como forma d manipulação. Somos inteligência  sensibilidade, criatividade então vamos utilizar estes dons divinos mais do que nunca para nós percebermos a cima das máquinas. Temos que nos auto conhecer para percebermos que somos infinitos em possibilidades. Não existe máquina q supere isso 🙌🏼⭐️;1;1
562;"A IA nunca poderá se equiparar ao que é humano.
Mas, a IA pode ser usada para apagar o simbólico e horizontalizar as relações dentre os humanos.";0;0
563;Quem vai dominar o mundo são os gatos, não a IA.😅;2;2
564;Professora,  então,  a Inteligência  artificial também já estava no mundo das ideias! 🙏;2;2
565;Mais uma vez, e sem faltar com o respeito: esse vídeo é muito ingênuo e desinformativo. Afasta as pessoas do entendimento dos perigos que estamos enfrentando com o advento da IA.;2;2
566;Muito obrigada!!!❤💗💚💜💓💝💖;2;2
567;"Robôs não comem carne, não replicam, não usam carros, não fazem das florestas condomínios e piscinas, não visitam zoológicos, não colocam pássaros em gaiolas. Espero que os robôs ocupem o planeta. Não tivemos a competência e a sensibilidade para entender a natureza e os animais. destruímos tudo, somos 8 bilhões de seres medíocres, sem personalidade, egocêntricos, egoístas, narcisistas, matando e devastando tudo por onde passamos. Que venham os robôs e tudo que for artificial. somos a pior espécie do planeta, na nossa ""super"" inteligência, criamos asfalto, concreto, postes e carros, nossa, que inteligentes.";2;2
568;Não conseguem fazer ainda!!! *****;2;2
569;Excelente 🌹;2;2
570;Me desculpa a grande professora, mas a inteligência vai nos superar sim e terão vontade própria sim, infelizmente. E quando descobrirem logicamente que a humanidade seja inútil pro planeta certamente nos extintirão 😅;0;0
571;"Nós é que estamos ocupando o lugar das máquinas, fazendo coisas repetitivas e mecânicas o tempo todo. - que fabulosa está reflexão.
Precisamos ser mais criativos, mais intuitivos!! Quero ver uma IA ter intuição!!! - existem lógicas intuitirivas, porém elas nascem de uma infinidade de dados que alimentam a sua memória. Porém, nunca uma IA poderá intuir algo além dos seus dados ou da sua lógica.";1;1
572;Boa noite Professora. Pode me dar uma direção x simbologia. Sonhei com um Leão de pé, alegre, me abraçando.  E com cara do tigre muito colorido a me olhar. Não consigo interpretar o simbolismo. Mas foi muito marcante...;2;2
573;"Professora, fostes cirúrgico-clinica num diagnóstico conclusivo de que a preguiça e a pressa modernas é que estão ocupando o lugar das máquinas.
O nome mais correto é: “esperteza” artificial";2;2
574;Muito bom...muito interessante, não tinha pensado sobre essa ótica, não sou uma intelectual, sou idosa, amo suas reflexões filosóficas, agradeço você dividir com a gente;2;2
575;Parabéns professora Lucia Helena , tem um conhecimento simples de entender mas com uma tecnica de altíssima relevancia . Posso dizer que é uma ensiclopedoa ambulante , gratidão por dar estes ensinamentos palestrando , quem tem o interesse em arraigar conteúdo para uma evolução maior , e com o insino consigo entender ações que sinto, ou me lembro de algo que não identificava de onde vinha. O melhor pode ser alunos de filosofia ou não mesmo.;2;2
576;realmente a questão da espada de dois lados, se o ser humano entender o espiritismo entenderá muitas coisas científicas tbm;2;2
577;"O único que consegue mudar a natureza humana é Cristo, mesmo assim temos que permitir que Ele nos influencie no campo mais profundo desta natureza; isso porque o livre arbítrio que nos foi dado é inviolável perante Deus. Não escolhemos as consequencias, apenas as escolhas que nos levam aquelas consequências. Eles vão tentar substituir a deidade pela IA. A IA será o grande  Deus do Mundo, o que tem resposta para ""todas"" as coisas. Mas para isso é preciso destruir o relacionamento com Deus.";0;0
578;Passou o vídeo dizendo que era impossível que nunca acontecerá e na conclusão final diz que pode ser... Talvez um dia... #soseiquenadasei;2;2
579;O que mais existe é texto sobre amor e na prática o que menos existe é amor... A sociedade não está dessa forma a toa... O cérebro é uma máquina elétrica nada demais, com certeza será possível uma máquina fazer o que um cérebro faz, aliás a vida eterna está a um passo da possibilidade!;2;2
580;Uma criança tbm não tem capacidade de analisar o justo pelas leis naturais mas ela aprende, assim será com a IA...;2;2
581;Nada se cria... Tudo se transforma! Criação nova é impossível com a mente condicionada, diz krishnamurti... As inovações são evoluções transformadoras em cima de outras já existentes... O condicionamento faz parte do passado... Novas idéias são por si mesmas contaminadas pelo passado;2;2
582;Professora, admiro muito a Senhora, mas sou diametralmente oposto à sua compreensão sobre Inteligência Artificial. Hoje já temos máquinas com reações emoções tal qual o homem. Na exiguidade deste espaço não dá para explicar.Mas pense bem e observe que já temos máquinas pensantes mesmo sem que não descobrimos ainda a subjetividade da consciência. Apenas um simples exemplo, eu que uso óculos sinto as transformações emocionais na minha mente produzidas pela máquina visual. Logo a IA não é coisa do futuro, já existe , comprovadamente, pelas neurociências. Pena que não posso dialogar pessoalmente com a Senhora.Um abraço quântico.;2;2
583;Se até agora não despertamos pra isso... Difícil de acontecer justo agora que a IA vai nos tornar mais preguiçosos e burros... Rumo a extinção!;0;0
584;Mas essa capacidade humana só tem nós levado ao caos a uma sociedade nefasta e podre.... Até ontem muita coisa era impossível e hj a tecnologia as mostrou possíveis, é possível sim a IA atingir essa potencialidade sensorial e emotiva... E é inevitável que a IA chegue a conclusão que os humanos são um vírus destruindo o planeta e provavelmente a IA cure o planeta dos humanos, ou menos mal, que cure os humanos para que deixem de ser um vírus parasita... Aliás a filosofia anda esquecida e em desuso, por isso a sociedade está dessa forma... #tamufu #trevas #saiadamatrix #intothewild;0;0
585;O visual da Fêssora mudou muito 😀 para melhor 🙃;2;2
586;❤❤❤❤;2;2
587;O que a inteligencia artificial não faz é saber selecionar candidatos a uma vaga de emprego, essa coisa ai faz um monte de avaliações erradas.;0;0
588;Bem grato, adorável mestra Lúcia, que o Criador te ilumine e inspire grandemente.;2;2
589;Acredito que nunca vão reproduzir o homem,a inteligência artificial é mais uma ferramenta para oprimir a humanidade, símbolo de controle,poder...;0;0
590;Se fosse minha vizinha , iria pedir para falar , falar e a escutaria semanas seguidas... Obrigado professora , Deus  lhe dê muitos anos de vida com muita saúde .;2;2
591;Parabéns, Professora Lucia Helena, pela excelente aula;2;2
592;Gente respeito muito a professora Lucia Helena! Sensacional!;2;2
593;obrigada Prof Lúcia Helena por toda explanação,  aprendemos muito, q o SrJEsus a abençoe mui 🙌🏻🕊️👏🏻;2;2
594;... meu Deus.... maravilhoooso..... O mundo precisa escutar mais @Lucia Helena🌷...... parece que tão esquecendo que Deus, nos fez SERES inteligentes COM ALMA.... TEMOS ALMA... Uhuuuu... QUE MARAVILHA... jamais seremos robôs....... SÓ QUE... O MUNDO PRECISA... ATENÇÃO... PRECISA ESCUTAR MAIS ESTA QUERIDA LÚCIA HELENA🌷 E SEMELHANTES.... pra não sermos... onde já se viu, Tocarem láaaaa dentro da gente.... ah naummm... kkkkk;2;2
595;Aula sensacional! Obrigado professora!;2;2
596;Manoo, dei muita risada com a mensagem pra Camila. vocês são incríveis pessoal!;2;2
597;3:00:57 essas coisas não estão escancaradas porque quem comanda os grandes meios de comunicações, editores chefe e etc, ainda não entendem a IA. E isso vai para diversos pontos da sociedade, muita gente está boiando e não notando o real potencial (ou perigo) que é esta tecnologia. Quando forem notar, o caminhão já passou por cima.;2;2
598;Blz, engenheiro de prompt 🙂👍;2;2
599;Se tem Serjão, tem audiência. 😊;2;2
